date,code,spot,futures
2018/12/3,¶¹ÓÍ,5393.33,5530
2018/12/3,¶¹ÆÉ,3100,2720
2018/12/3,Ìú¿óÊ¯,530.22,463
2018/12/3,Ç¦,18950,18920
2018/12/3,Í­,50400,50280
2018/12/3,ÂÁ,13670,13810
2018/12/3,Ð¿,22480,20820
2018/12/3,Îý,145750,144700
2018/12/3,ÃÌ¹è,8621.43,8264
2018/12/3,Äø,96600,91800
2018/12/3,¼¦µ°,4020,4168
2018/12/3,»Æ½ð,274.4,278.35
2018/12/4,PTA,6353,5986
2018/12/4,PVC,6525,6420
2018/12/4,¶¯Á¦Ãº,633.25,598.4
2018/12/4,ÆÕÂó,2520,2304
2018/12/4,ÃÞÉ´,24725,23810
2018/12/4,ÃÞ»¨,15388.3,15215
2018/12/4,×ØéµÓÍ,4250,4514
2018/12/4,Ïð½º,10430,11160
2018/12/4,Á¤Çà,3787.75,2910
2018/12/4,µí·Û,2509,2357
2018/12/4,ÈÈÔþ¾í°å,3730.83,3276
2018/12/4,½¹Ì¿,2086.67,2306.5
2018/12/4,½¹Ãº,1563.33,1394
2018/12/4,È¼ÓÍ,4797.14,2786
2018/12/4,ÓñÃ×,1857.14,1879
2018/12/4,²£Á§,1381.6,1305
2018/12/4,¼×´¼,2346,2477
2018/12/4,°×ÌÇ,5374,4881
2018/12/4,°×Òø,3500.67,3539
2018/12/4,¹èÌú,6516.25,6382
2018/12/4,Ö½½¬,6075,5058
2018/12/4,Ïß²Ä,4141.25,3528
2018/12/4,¾Û±ûÏ©,9166.67,9209
2018/12/4,¾ÛÒÒÏ©,9150,8425
2018/12/4,²ËÓÍ,6420,6585
2018/12/4,²Ë×Ñ,5110,5399
2018/12/4,²ËÆÉ,2338.33,2178
2018/12/4,ÂÝÎÆ¸Ö,3894.62,3374
2018/12/4,¶¹Ò»,3613.33,3274
2018/12/4,¶¹ÓÍ,5393.33,5534
2018/12/4,¶¹ÆÉ,3030,2682
2018/12/4,Ìú¿óÊ¯,537.89,472
2018/12/4,Ç¦,18950,18850
2018/12/4,Í­,50000,49660
2018/12/4,ÂÁ,13660,13800
2018/12/4,Ð¿,22220,20900
2018/12/4,Îý,145500,145370
2018/12/4,ÃÌ¹è,8621.43,8376
2018/12/4,Äø,96000,92020
2018/12/4,¼¦µ°,3980,4159
2018/12/4,»Æ½ð,274.4,278.35
2018/12/5,PTA,6575,6148
2018/12/5,PVC,6525,6435
2018/12/5,¶¯Á¦Ãº,627.75,597.6
2018/12/5,ÆÕÂó,2520,2344
2018/12/5,ÃÞÉ´,24725,23775
2018/12/5,ÃÞ»¨,15388.3,15230
2018/12/5,×ØéµÓÍ,4220,4512
2018/12/5,Ïð½º,10280,11215
2018/12/5,Á¤Çà,3787.75,2870
2018/12/5,µí·Û,2513,2358
2018/12/5,ÈÈÔþ¾í°å,3762.5,3373
2018/12/5,½¹Ì¿,2086.67,2337
2018/12/5,½¹Ãº,1563.33,1412
2018/12/5,È¼ÓÍ,4668.57,2780
2018/12/5,ÓñÃ×,1862.86,1884
2018/12/5,²£Á§,1381.6,1314
2018/12/5,¼×´¼,2356,2487
2018/12/5,°×ÌÇ,5374,4884
2018/12/5,°×Òø,3501,3533
2018/12/5,¹èÌú,6481.25,6382
2018/12/5,Ö½½¬,5962.5,5140
2018/12/5,Ïß²Ä,4138.75,3587
2018/12/5,¾Û±ûÏ©,9200,9282
2018/12/5,¾ÛÒÒÏ©,9150,8460
2018/12/5,²ËÓÍ,6440,6601
2018/12/5,²Ë×Ñ,5110,5399
2018/12/5,²ËÆÉ,2338.33,2213
2018/12/5,ÂÝÎÆ¸Ö,3884.62,3463
2018/12/5,¶¹Ò»,3613.33,3263
2018/12/5,¶¹ÓÍ,5410,5526
2018/12/5,¶¹ÆÉ,3010,2718
2018/12/5,Ìú¿óÊ¯,541.33,477.5
2018/12/5,Ç¦,18850,18935
2018/12/5,Í­,49560,49350
2018/12/5,ÂÁ,13660,13715
2018/12/5,Ð¿,22150,20975
2018/12/5,Îý,145500,145520
2018/12/5,ÃÌ¹è,8571.43,8480
2018/12/5,Äø,94850,90930
2018/12/5,¼¦µ°,4030,4200
2018/12/5,»Æ½ð,274.3,278.9
2018/12/6,PTA,6633.33,6100
2018/12/6,PVC,6575,6350
2018/12/6,¶¯Á¦Ãº,625,566.8
2018/12/6,ÆÕÂó,2520,2344
2018/12/6,ÃÞÉ´,24725,23830
2018/12/6,ÃÞ»¨,15380.4,15185
2018/12/6,×ØéµÓÍ,4220,4534
2018/12/6,Ïð½º,10320,11205
2018/12/6,Á¤Çà,3787.75,2780
2018/12/6,µí·Û,2513,2360
2018/12/6,ÈÈÔþ¾í°å,3781.67,3309
2018/12/6,½¹Ì¿,2053.33,1932.5
2018/12/6,½¹Ãº,1561.67,1423
2018/12/6,È¼ÓÍ,4668.57,2750
2018/12/6,ÓñÃ×,1865.71,1888
2018/12/6,²£Á§,1381.6,1311
2018/12/6,¼×´¼,2380,2455
2018/12/6,°×ÌÇ,5362,4906
2018/12/6,°×Òø,3501,3534
2018/12/6,¹èÌú,6481.25,6312
2018/12/6,Ö½½¬,5912.5,5132
2018/12/6,Ïß²Ä,4128.75,3511
2018/12/6,¾Û±ûÏ©,9433.33,8525
2018/12/6,¾ÛÒÒÏ©,9183.33,8445
2018/12/6,²ËÓÍ,6441.67,6668
2018/12/6,²Ë×Ñ,5100,5399
2018/12/6,²ËÆÉ,2363.33,2232
2018/12/6,ÂÝÎÆ¸Ö,3871.54,3375
2018/12/6,¶¹Ò»,3613.33,3255
2018/12/6,¶¹ÓÍ,5393.33,5530
2018/12/6,¶¹ÆÉ,3030,2716
2018/12/6,Ìú¿óÊ¯,544.44,469
2018/12/6,Ç¦,18900,18920
2018/12/6,Í­,49420,48980
2018/12/6,ÂÁ,13660,13590
2018/12/6,Ð¿,22250,20920
2018/12/6,Îý,145500,146030
2018/12/6,ÃÌ¹è,8571.43,8432
2018/12/6,Äø,94550,90340
2018/12/6,¼¦µ°,4075,4185
2018/12/6,»Æ½ð,274.3,279.9
2018/12/7,PTA,6750,6292
2018/12/7,PVC,6575,6390
2018/12/7,ÒÒ¶þ´¼,,
2018/12/7,¶¯Á¦Ãº,622.5,574.4
2018/12/7,ÆÕÂó,2520,2344
2018/12/7,ÃÞÉ´,24725,24005
2018/12/7,ÃÞ»¨,15354.7,15165
2018/12/7,×ØéµÓÍ,4200,4486
2018/12/7,Ïð½º,10340,11245
2018/12/7,Á¤Çà,3787.75,2780
2018/12/7,µí·Û,2513,2331
2018/12/7,ÈÈÔþ¾í°å,3772.5,3345
2018/12/7,½¹Ì¿,2053.33,2063
2018/12/7,½¹Ãº,1561.67,1455
2018/12/7,È¼ÓÍ,4682.86,2688
2018/12/7,ÓñÃ×,1867.86,1861
2018/12/7,²£Á§,1381.6,1331
2018/12/7,¼×´¼,2380,2506
2018/12/7,°×ÌÇ,5362,4958
2018/12/7,°×Òø,3508.67,3539
2018/12/7,¹èÌú,6456.25,6282
2018/12/7,Ö½½¬,5875,5138
2018/12/7,Ïß²Ä,4103.75,3502
2018/12/7,¾Û±ûÏ©,9433.33,8608
2018/12/7,¾ÛÒÒÏ©,9350,8500
2018/12/7,²ËÓÍ,6493.33,6668
2018/12/7,²Ë×Ñ,5100,5399
2018/12/7,²ËÆÉ,2356.67,2235
2018/12/7,ÂÝÎÆ¸Ö,3823.85,3397
2018/12/7,¶¹Ò»,3613.33,3205
2018/12/7,¶¹ÓÍ,5310,5444
2018/12/7,¶¹ÆÉ,3010,2711
2018/12/7,Ìú¿óÊ¯,542.22,475
2018/12/7,Ç¦,18900,19005
2018/12/7,Í­,49470,49180
2018/12/7,ÂÁ,13490,13670
2018/12/7,Ð¿,22330,21440
2018/12/7,Îý,145500,146640
2018/12/7,ÃÌ¹è,8535.71,8576
2018/12/7,Äø,93050,89580
2018/12/7,¼¦µ°,4090,3506
2018/12/7,»Æ½ð,275.83,280.25
2018/12/10,PTA,6734.44,6134
2018/12/10,PVC,6575,6265
2018/12/10,ÒÒ¶þ´¼,6683.33,5674
2018/12/10,¶¯Á¦Ãº,621,576.8
2018/12/10,ÆÕÂó,2520,2344
2018/12/10,ÃÞÉ´,24725,23810
2018/12/10,ÃÞ»¨,15354.4,15310
2018/12/10,×ØéµÓÍ,4180,4524
2018/12/10,Ïð½º,10410,11215
2018/12/10,Á¤Çà,3700.33,2792
2018/12/10,µí·Û,2513,2330
2018/12/10,ÈÈÔþ¾í°å,3766.67,3281
2018/12/10,½¹Ì¿,2053.33,1984.5
2018/12/10,½¹Ãº,1560.83,1444
2018/12/10,È¼ÓÍ,4632.86,2760
2018/12/10,ÓñÃ×,1866.43,1865
2018/12/10,²£Á§,1376,1328
2018/12/10,¼×´¼,2430,2470
2018/12/10,°×ÌÇ,5362,4947
2018/12/10,°×Òø,3527,3582
2018/12/10,¹èÌú,6456.25,6222
2018/12/10,Ö½½¬,5875,5166
2018/12/10,Ïß²Ä,4090,3438
2018/12/10,¾Û±ûÏ©,9650,8496
2018/12/10,¾ÛÒÒÏ©,9350,8480
2018/12/10,²ËÓÍ,6496.67,6651
2018/12/10,²Ë×Ñ,5100,5415
2018/12/10,²ËÆÉ,2351.67,2210
2018/12/10,ÂÝÎÆ¸Ö,3790.77,3312
2018/12/10,¶¹Ò»,3593.33,3214
2018/12/10,¶¹ÓÍ,5253.33,5450
2018/12/10,¶¹ÆÉ,2980,2681
2018/12/10,Ìú¿óÊ¯,543.89,473.5
2018/12/10,Ç¦,18850,18980
2018/12/10,Í­,49410,48930
2018/12/10,ÂÁ,13600,13665
2018/12/10,Ð¿,22120,20915
2018/12/10,Îý,145000,146200
2018/12/10,ÃÌ¹è,8507.14,8444
2018/12/10,Äø,92800,89310
2018/12/10,¼¦µ°,4090,3469
2018/12/10,»Æ½ð,278,283.1
2018/12/11,PTA,6684.44,6054
2018/12/11,PVC,6575,6210
2018/12/11,ÒÒ¶þ´¼,6705.56,5541
2018/12/11,¶¯Á¦Ãº,621,565.6
2018/12/11,ÆÕÂó,2520,2344
2018/12/11,ÃÞÉ´,24725,23810
2018/12/11,ÃÞ»¨,15357.3,15390
2018/12/11,×ØéµÓÍ,4180,4496
2018/12/11,Ïð½º,10300,11140
2018/12/11,Á¤Çà,3667.33,2708
2018/12/11,µí·Û,2513,2335
2018/12/11,ÈÈÔþ¾í°å,3746.67,3309
2018/12/11,½¹Ì¿,2053.33,1962.5
2018/12/11,½¹Ãº,1560.83,1431.5
2018/12/11,È¼ÓÍ,4632.86,2702
2018/12/11,ÓñÃ×,1867.14,1871
2018/12/11,²£Á§,1376,1306
2018/12/11,¼×´¼,2478,2397
2018/12/11,°×ÌÇ,5362,4907
2018/12/11,°×Òø,3524.33,3574
2018/12/11,¹èÌú,6456.25,6272
2018/12/11,Ö½½¬,5800,5094
2018/12/11,Ïß²Ä,4017.5,3451
2018/12/11,¾Û±ûÏ©,9650,8287
2018/12/11,¾ÛÒÒÏ©,9350,8355
2018/12/11,²ËÓÍ,6458.33,6636
2018/12/11,²Ë×Ñ,5100,5415
2018/12/11,²ËÆÉ,2340,2216
2018/12/11,ÂÝÎÆ¸Ö,3728.46,3327
2018/12/11,¶¹Ò»,3593.33,3215
2018/12/11,¶¹ÓÍ,5160,5376
2018/12/11,¶¹ÆÉ,3000,2684
2018/12/11,Ìú¿óÊ¯,543.22,474.5
2018/12/11,Ç¦,18850,18860
2018/12/11,Í­,49380,49090
2018/12/11,ÂÁ,13610,13680
2018/12/11,Ð¿,22120,20995
2018/12/11,Îý,145000,146070
2018/12/11,ÃÌ¹è,8507.14,8448
2018/12/11,Äø,93150,88830
2018/12/11,¼¦µ°,4030,3511
2018/12/11,»Æ½ð,278.2,282.65
2018/12/12,PTA,6696.67,6088
2018/12/12,PVC,6575,6255
2018/12/12,ÒÒ¶þ´¼,6683.33,5544
2018/12/12,¶¯Á¦Ãº,621,566.2
2018/12/12,ÆÕÂó,2520,2344
2018/12/12,ÃÞÉ´,24725,23830
2018/12/12,ÃÞ»¨,15356.4,15395
2018/12/12,×ØéµÓÍ,4105,4496
2018/12/12,Ïð½º,10300,11245
2018/12/12,Á¤Çà,3667.33,2746
2018/12/12,µí·Û,2513,2337
2018/12/12,ÈÈÔþ¾í°å,3766.67,3316
2018/12/12,½¹Ì¿,2053.33,1965
2018/12/12,½¹Ãº,1560.83,1204
2018/12/12,È¼ÓÍ,4678.57,2726
2018/12/12,ÓñÃ×,1865,1870
2018/12/12,²£Á§,1376,1293
2018/12/12,¼×´¼,2474,2433
2018/12/12,°×ÌÇ,5362,4918
2018/12/12,°×Òø,3522,3571
2018/12/12,¹èÌú,6418.75,6222
2018/12/12,Ö½½¬,5725,5138
2018/12/12,Ïß²Ä,4025,3433
2018/12/12,¾Û±ûÏ©,9550,8293
2018/12/12,¾ÛÒÒÏ©,9350,8375
2018/12/12,²ËÓÍ,6475,6693
2018/12/12,²Ë×Ñ,5100,5415
2018/12/12,²ËÆÉ,2338.33,2227
2018/12/12,ÂÝÎÆ¸Ö,3733.85,3317
2018/12/12,¶¹Ò»,3593.33,3191
2018/12/12,¶¹ÓÍ,5156.67,5394
2018/12/12,¶¹ÆÉ,3000,2701
2018/12/12,Ìú¿óÊ¯,540.89,474
2018/12/12,Ç¦,18850,18980
2018/12/12,Í­,49410,49080
2018/12/12,ÂÁ,13550,13615
2018/12/12,Ð¿,22130,20980
2018/12/12,Îý,145000,145900
2018/12/12,ÃÌ¹è,8450,8354
2018/12/12,Äø,92600,88880
2018/12/12,¼¦µ°,3975,3529
2018/12/12,»Æ½ð,277.55,281.2
2018/12/13,PTA,6696.67,6088
2018/12/13,PVC,6575,6315
2018/12/13,ÒÒ¶þ´¼,6683.33,5591
2018/12/13,¶¯Á¦Ãº,620,566.6
2018/12/13,ÆÕÂó,2540,2344
2018/12/13,ÃÞÉ´,24725,23845
2018/12/13,ÃÞ»¨,15356.4,15310
2018/12/13,×ØéµÓÍ,4072.5,4504
2018/12/13,Ïð½º,10390,11365
2018/12/13,Á¤Çà,3667.33,2758
2018/12/13,µí·Û,2513,2336
2018/12/13,ÈÈÔþ¾í°å,3766.67,3470
2018/12/13,½¹Ì¿,2053.33,2019
2018/12/13,½¹Ãº,1560.83,1245
2018/12/13,È¼ÓÍ,4700,2664
2018/12/13,ÓñÃ×,1865,1874
2018/12/13,²£Á§,1376,1283
2018/12/13,¼×´¼,2474,2459
2018/12/13,°×ÌÇ,5362,4926
2018/12/13,°×Òø,3528,3587
2018/12/13,¹èÌú,6418.75,6230
2018/12/13,Ö½½¬,5687.5,5126
2018/12/13,Ïß²Ä,4025,3513
2018/12/13,¾Û±ûÏ©,9383.33,8427
2018/12/13,¾ÛÒÒÏ©,9350,8480
2018/12/13,²ËÓÍ,6483.33,6682
2018/12/13,²Ë×Ñ,5100,5415
2018/12/13,²ËÆÉ,2321.67,2222
2018/12/13,ÂÝÎÆ¸Ö,3755.38,3419
2018/12/13,¶¹Ò»,3593.33,3152
2018/12/13,¶¹ÓÍ,5150,5376
2018/12/13,¶¹ÆÉ,2980,2702
2018/12/13,Ìú¿óÊ¯,541.22,478.5
2018/12/13,Ç¦,18850,18805
2018/12/13,Í­,49280,49340
2018/12/13,ÂÁ,13560,13670
2018/12/13,Ð¿,22030,20975
2018/12/13,Îý,145000,146670
2018/12/13,ÃÌ¹è,8450,8304
2018/12/13,Äø,92100,89460
2018/12/13,¼¦µ°,3940,3527
2018/12/13,»Æ½ð,277,280.8
2018/12/14,PTA,6717.78,6204
2018/12/14,PVC,6575,6305
2018/12/14,ÒÒ¶þ´¼,6683.33,5606
2018/12/14,¶¯Á¦Ãº,617,566
2018/12/14,ÆÕÂó,2540,2344
2018/12/14,ÃÞÉ´,24725,23860
2018/12/14,ÃÞ»¨,15357.9,15370
2018/12/14,×ØéµÓÍ,4072.5,4504
2018/12/14,Ïð½º,10440,11295
2018/12/14,Á¤Çà,3667.33,2792
2018/12/14,µí·Û,2511,2336
2018/12/14,ÈÈÔþ¾í°å,3815,3444
2018/12/14,½¹Ì¿,2053.33,2016
2018/12/14,½¹Ãº,1560.83,1256
2018/12/14,È¼ÓÍ,4700,2664
2018/12/14,ÓñÃ×,1865,1872
2018/12/14,²£Á§,1376,1297
2018/12/14,¼×´¼,2468,2493
2018/12/14,°×ÌÇ,5362,4967
2018/12/14,°×Òø,3526,3572
2018/12/14,¹èÌú,6375,6126
2018/12/14,Ö½½¬,5687.5,5132
2018/12/14,Ïß²Ä,4046.25,3522
2018/12/14,¾Û±ûÏ©,9316.67,8505
2018/12/14,¾ÛÒÒÏ©,9350,8515
2018/12/14,²ËÓÍ,6480,6592
2018/12/14,²Ë×Ñ,5100,5473
2018/12/14,²ËÆÉ,2296.67,2177
2018/12/14,ÂÝÎÆ¸Ö,3779.23,3445
2018/12/14,¶¹Ò»,3593.33,3129
2018/12/14,¶¹ÓÍ,5146.67,5354
2018/12/14,¶¹ÆÉ,2980,2662
2018/12/14,Ìú¿óÊ¯,542.33,482
2018/12/14,Ç¦,18700,18620
2018/12/14,Í­,49240,48890
2018/12/14,ÂÁ,13550,13640
2018/12/14,Ð¿,22000,20665
2018/12/14,Îý,145250,146420
2018/12/14,ÃÌ¹è,8442.86,8252
2018/12/14,Äø,92400,89060
2018/12/14,¼¦µ°,3980,3473
2018/12/14,»Æ½ð,277.18,280.35
2018/12/17,PTA,6796.67,6236
2018/12/17,PVC,6575,6355
2018/12/17,ÒÒ¶þ´¼,6683.33,5618
2018/12/17,¶¯Á¦Ãº,614,562.6
2018/12/17,ÆÕÂó,2540,2344
2018/12/17,ÃÞÉ´,24725,23935
2018/12/17,ÃÞ»¨,15367,15365
2018/12/17,×ØéµÓÍ,4100,4488
2018/12/17,Ïð½º,10500,11340
2018/12/17,Á¤Çà,3667.33,2794
2018/12/17,µí·Û,2511,2322
2018/12/17,ÈÈÔþ¾í°å,3834,3439
2018/12/17,½¹Ì¿,2053.33,2028
2018/12/17,½¹Ãº,1559.17,1242
2018/12/17,È¼ÓÍ,4700,2645
2018/12/17,ÓñÃ×,1866.43,1861
2018/12/17,²£Á§,1376,1307
2018/12/17,¼×´¼,2440,2504
2018/12/17,°×ÌÇ,5364,5020
2018/12/17,°×Òø,3517.33,3564
2018/12/17,¹èÌú,6216.67,6074
2018/12/17,Ö½½¬,5687.5,5132
2018/12/17,Ïß²Ä,3918.57,3538
2018/12/17,¾Û±ûÏ©,9316.67,8580
2018/12/17,¾ÛÒÒÏ©,9350,8575
2018/12/17,²ËÓÍ,6470,6627
2018/12/17,²Ë×Ñ,5100,5473
2018/12/17,²ËÆÉ,2293.33,2165
2018/12/17,ÂÝÎÆ¸Ö,3823.75,3435
2018/12/17,¶¹Ò»,3593.33,3153
2018/12/17,¶¹ÓÍ,5113.33,5352
2018/12/17,¶¹ÆÉ,2960,2652
2018/12/17,Ìú¿óÊ¯,542.33,488.5
2018/12/17,Ç¦,18700,18370
2018/12/17,Í­,49200,49230
2018/12/17,ÂÁ,13530,13650
2018/12/17,Ð¿,22250,21145
2018/12/17,Îý,145250,146820
2018/12/17,ÃÌ¹è,8300,8078
2018/12/17,Äø,93650,90920
2018/12/17,¼¦µ°,4025,3490
2018/12/17,»Æ½ð,276.33,280.2
2018/12/18,PTA,6757.78,6216
2018/12/18,PVC,6575,6445
2018/12/18,ÒÒ¶þ´¼,6683.33,5627
2018/12/18,¶¯Á¦Ãº,611,559.6
2018/12/18,ÆÕÂó,2540,2344
2018/12/18,ÃÞÉ´,24725,23860
2018/12/18,ÃÞ»¨,15367,15220
2018/12/18,×ØéµÓÍ,4100,4532
2018/12/18,Ïð½º,10540,11425
2018/12/18,Á¤Çà,3667.33,2740
2018/12/18,µí·Û,2511,2317
2018/12/18,ÈÈÔþ¾í°å,3834,3433
2018/12/18,½¹Ì¿,2053.33,1984
2018/12/18,½¹Ãº,1559.17,1216
2018/12/18,È¼ÓÍ,4700,2580
2018/12/18,ÓñÃ×,1865.71,1850
2018/12/18,²£Á§,1381.6,1298
2018/12/18,¼×´¼,2416,2471
2018/12/18,°×ÌÇ,5362,5013
2018/12/18,°×Òø,3524.67,3571
2018/12/18,¹èÌú,6216.67,6140
2018/12/18,Ö½½¬,5687.5,5126
2018/12/18,Ïß²Ä,3927.14,3528
2018/12/18,¾Û±ûÏ©,9316.67,8586
2018/12/18,¾ÛÒÒÏ©,9350,8630
2018/12/18,²ËÓÍ,6481.67,6618
2018/12/18,²Ë×Ñ,5100,5473
2018/12/18,²ËÆÉ,2280,2172
2018/12/18,ÂÝÎÆ¸Ö,3788.75,3435
2018/12/18,¶¹Ò»,3593.33,3165
2018/12/18,¶¹ÓÍ,5113.33,5398
2018/12/18,¶¹ÆÉ,2950,2668
2018/12/18,Ìú¿óÊ¯,553.67,486
2018/12/18,Ç¦,18450,18220
2018/12/18,Í­,49070,48930
2018/12/18,ÂÁ,13650,13740
2018/12/18,Ð¿,22400,21030
2018/12/18,Îý,145500,146210
2018/12/18,ÃÌ¹è,8300,8106
2018/12/18,Äø,93400,90610
2018/12/18,¼¦µ°,4050,3488
2018/12/18,»Æ½ð,278.43,281.9
2018/12/19,PTA,6712.22,6174
2018/12/19,PVC,6575,6515
2018/12/19,ÒÒ¶þ´¼,6683.33,5620
2018/12/19,¶¯Á¦Ãº,608,563
2018/12/19,ÆÕÂó,2540,2344
2018/12/19,ÃÞÉ´,24725,23845
2018/12/19,ÃÞ»¨,15367,15160
2018/12/19,×ØéµÓÍ,4100,4592
2018/12/19,Ïð½º,10420,11305
2018/12/19,Á¤Çà,3667.33,2694
2018/12/19,µí·Û,2511,2332
2018/12/19,ÈÈÔþ¾í°å,3836,3448
2018/12/19,½¹Ì¿,2053.33,1977
2018/12/19,½¹Ãº,1559.17,1195.5
2018/12/19,È¼ÓÍ,4750,2486
2018/12/19,ÓñÃ×,1864.29,1871
2018/12/19,²£Á§,1381.6,1295
2018/12/19,¼×´¼,2398,2480
2018/12/19,°×ÌÇ,5362,4979
2018/12/19,°×Òø,3524.67,3583
2018/12/19,¹èÌú,6166.67,6100
2018/12/19,Ö½½¬,5687.5,5062
2018/12/19,Ïß²Ä,3927.14,3548
2018/12/19,¾Û±ûÏ©,9316.67,8635
2018/12/19,¾ÛÒÒÏ©,9350,8695
2018/12/19,²ËÓÍ,6491.67,6652
2018/12/19,²Ë×Ñ,5100,5473
2018/12/19,²ËÆÉ,2280,2171
2018/12/19,ÂÝÎÆ¸Ö,3788.75,3425
2018/12/19,¶¹Ò»,3593.33,3158
2018/12/19,¶¹ÓÍ,5170,5440
2018/12/19,¶¹ÆÉ,2950,2674
2018/12/19,Ìú¿óÊ¯,553.89,487
2018/12/19,Ç¦,18550,18420
2018/12/19,Í­,48330,48090
2018/12/19,ÂÁ,13600,13665
2018/12/19,Ð¿,22250,20960
2018/12/19,Îý,145250,146630
2018/12/19,ÃÌ¹è,8200,8064
2018/12/19,Äø,92300,89380
2018/12/19,¼¦µ°,4050,3476
2018/12/19,»Æ½ð,278.75,282.55
2018/12/20,PTA,6628.89,6124
2018/12/20,PVC,6575,6465
2018/12/20,ÒÒ¶þ´¼,6683.33,5576
2018/12/20,¶¯Á¦Ãº,604,560.4
2018/12/20,ÆÕÂó,2540,2344
2018/12/20,ÃÞÉ´,24725,23725
2018/12/20,ÃÞ»¨,15367,15245
2018/12/20,×ØéµÓÍ,4150,4596
2018/12/20,Ïð½º,10440,11490
2018/12/20,Á¤Çà,3667.33,2726
2018/12/20,µí·Û,2511,2334
2018/12/20,ÈÈÔþ¾í°å,3828,3459
2018/12/20,½¹Ì¿,2053.33,1986
2018/12/20,½¹Ãº,1559.17,1191
2018/12/20,È¼ÓÍ,4750,2478
2018/12/20,ÓñÃ×,1862.14,1870
2018/12/20,²£Á§,1381.6,1301
2018/12/20,¼×´¼,2388,2487
2018/12/20,°×ÌÇ,5356,4974
2018/12/20,°×Òø,3526,3569
2018/12/20,¹èÌú,6166.67,6040
2018/12/20,Ö½½¬,5650,5066
2018/12/20,Ïß²Ä,3918.57,3598
2018/12/20,¾Û±ûÏ©,9383.33,8517
2018/12/20,¾ÛÒÒÏ©,9350,8620
2018/12/20,²ËÓÍ,6488.33,6547
2018/12/20,²Ë×Ñ,5100,5473
2018/12/20,²ËÆÉ,2286.67,2175
2018/12/20,ÂÝÎÆ¸Ö,3795,3481
2018/12/20,¶¹Ò»,3593.33,3180
2018/12/20,¶¹ÓÍ,5190,5440
2018/12/20,¶¹ÆÉ,2960,2663
2018/12/20,Ìú¿óÊ¯,554,496.5
2018/12/20,Ç¦,18550,18405
2018/12/20,Í­,48350,48220
2018/12/20,ÂÁ,13520,13690
2018/12/20,Ð¿,22450,20945
2018/12/20,Îý,145250,145850
2018/12/20,ÃÌ¹è,8200,7984
2018/12/20,Äø,92450,90080
2018/12/20,¼¦µ°,4060,3484
2018/12/20,»Æ½ð,278.3,282.15
2018/12/21,PTA,6544.44,6018
2018/12/21,PVC,6575,6465
2018/12/21,ÒÒ¶þ´¼,6683.33,5418
2018/12/21,¶¯Á¦Ãº,598,561
2018/12/21,ÆÕÂó,2540,2344
2018/12/21,ÃÞÉ´,24725,23725
2018/12/21,ÃÞ»¨,15367,15185
2018/12/21,×ØéµÓÍ,4150,4600
2018/12/21,Ïð½º,10430,11325
2018/12/21,Á¤Çà,3467.33,2750
2018/12/21,µí·Û,2509,2330
2018/12/21,ÈÈÔþ¾í°å,3828,3467
2018/12/21,½¹Ì¿,2053.33,1993
2018/12/21,½¹Ãº,1560,1198.5
2018/12/21,È¼ÓÍ,4757.14,2504
2018/12/21,ÓñÃ×,1860,1863
2018/12/21,²£Á§,1381.6,1299
2018/12/21,¼×´¼,2378,2450
2018/12/21,°×ÌÇ,5356,4885
2018/12/21,°×Òø,3542.33,3591
2018/12/21,¹èÌú,6100,6060
2018/12/21,Ö½½¬,5650,5048
2018/12/21,Ïß²Ä,3930,3619
2018/12/21,¾Û±ûÏ©,9383.33,8444
2018/12/21,¾ÛÒÒÏ©,9350,8605
2018/12/21,²ËÓÍ,6423.33,6523
2018/12/21,²Ë×Ñ,5100,5473
2018/12/21,²ËÆÉ,2281.67,2174
2018/12/21,ÂÝÎÆ¸Ö,3813.75,3508
2018/12/21,¶¹Ò»,3593.33,3144
2018/12/21,¶¹ÓÍ,5183.33,5442
2018/12/21,¶¹ÆÉ,2940,2649
2018/12/21,Ìú¿óÊ¯,559.44,497
2018/12/21,Ç¦,18600,18390
2018/12/21,Í­,48440,48410
2018/12/21,ÂÁ,13570,13750
2018/12/21,Ð¿,22600,21095
2018/12/21,Îý,145250,146850
2018/12/21,ÃÌ¹è,8150,7982
2018/12/21,Äø,92700,89750
2018/12/21,¼¦µ°,4175,3474
2018/12/21,»Æ½ð,280.55,284.8
2018/12/24,PTA,6436.67,5910
2018/12/24,PVC,6600,6480
2018/12/24,ÒÒ¶þ´¼,6875,5332
2018/12/24,¶¯Á¦Ãº,594.25,565
2018/12/24,ÆÕÂó,2540,2344
2018/12/24,ÃÞÉ´,24600,23465
2018/12/24,ÃÞ»¨,15367,15045
2018/12/24,×ØéµÓÍ,4200,4556
2018/12/24,Ïð½º,10480,11350
2018/12/24,Á¤Çà,3467.33,2726
2018/12/24,µí·Û,2600,2301
2018/12/24,ÈÈÔþ¾í°å,3820,3425
2018/12/24,½¹Ì¿,2053.33,1980
2018/12/24,½¹Ãº,1607.5,1199
2018/12/24,È¼ÓÍ,4700,2502
2018/12/24,ÓñÃ×,1850,1831
2018/12/24,²£Á§,1381.6,1282
2018/12/24,¼×´¼,2300,2415
2018/12/24,°×ÌÇ,5240,4834
2018/12/24,°×Òø,3541,3592
2018/12/24,¹èÌú,6016.67,5882
2018/12/24,Ö½½¬,5650,4982
2018/12/24,Ïß²Ä,3938.57,3581
