date,close,USDA：玉米：产量预测值：中国（月）,USDA：玉米：出口数量预测值：中国（月）,USDA：玉米：国内需求消费量预测值：中国（月）,USDA：玉米：进口数量预测值：中国（月）,USDA：玉米：库存消费比预测：中国（月）,USDA：玉米：期初库存预测：中国（月）,USDA：玉米：期末库存预测：中国（月）,USDA：玉米：饲料消费量预测值：中国（月）,氨基酸加工企业：玉米：消费量（周）,玉米淀粉加工企业：玉米：消费量（周）,玉米酒精加工企业：玉米：消费量（周）,主要深加工企业：玉米：消费量（周）,国家粮食和物资储备局：玉米：收购量：中国（日）,玉米：港口库存：中国（周）,主要深加工企业：玉米：库存：中国（周）,USDA：玉米：期初库存预测：美国（月）,USDA：玉米：期末库存预测：美国（月）
"2020-09-29","2462","","","","","","","","","","","","","","","","",""
"2020-09-30","2468","260","0.02","279","7","67.76","201.07","189.05","192","","","","","","","","57.23","63.57"
"2020-10-02","","","","","","","","","","21.26","59.22","21.12","101.6","","303.8","","",""
"2020-10-09","2537","","","","","","","","","21.26","59.89","21.66","102.81","","325.1","490.8","",""
"2020-10-12","2571","","","","","","","","","","","","","","","","",""
"2020-10-13","2562","","","","","","","","","","","","","","","","",""
"2020-10-14","2566","","","","","","","","","","","","","","","","",""
"2020-10-15","2549","","","","","","","","","","","","","","","","",""
"2020-10-16","2584","","","","","","","","","21.16","61.9","21.77","104.82","","331.7","457.1","",""
"2020-10-19","2589","","","","","","","","","","","","","","","","",""
"2020-10-20","2591","","","","","","","","","","","","","","","","",""
"2020-10-21","2587","","","","","","","","","","","","","","","","",""
"2020-10-22","2575","","","","","","","","","","","","","","","","",""
"2020-10-23","2572","","","","","","","","","21.16","62.92","27.04","111.12","","333.9","409.9","",""
"2020-10-26","2583","","","","","","","","","","","","","","","","",""
"2020-10-27","2590","","","","","","","","","","","","","","","","",""
"2020-10-28","2603","","","","","","","","","","","","","","","","",""
"2020-10-29","2608","","","","","","","","","","","","","","","","",""
"2020-10-30","2621","","","","","","","","","21.56","63.92","26.46","111.93","","323.8","389.1","",""
"2020-10-31","","260","0.02","279","7","67.71","200.92","188.9","192","","","","","807","","","50.68","55.04"
"2020-11-02","2553","","","","","","","","","","","","","","","","",""
"2020-11-03","2540","","","","","","","","","","","","","","","","",""
"2020-11-04","2547","","","","","","","","","","","","","","","","",""
"2020-11-05","2556","","","","","","","","","","","","","","","","",""
"2020-11-06","2541","","","","","","","","","21.56","66.72","24.96","113.23","","331.4","377.5","",""
"2020-11-09","2527","","","","","","","","","","","","","","","","",""
"2020-11-10","2519","","","","","","","","","","","","","1573","","","",""
"2020-11-11","2553","","","","","","","","","","","","","","","","",""
"2020-11-12","2559","","","","","","","","","","","","","","","","",""
"2020-11-13","2564","","","","","","","","","21.56","65.59","26.43","113.57","","342","413.3","",""
"2020-11-16","2592","","","","","","","","","","","","","","","","",""
"2020-11-17","2597","","","","","","","","","","","","","","","","",""
"2020-11-18","2590","","","","","","","","","","","","","","","","",""
"2020-11-19","2610","","","","","","","","","","","","","","","","",""
"2020-11-20","2599","","","","","","","","","21.56","65.28","26.55","113.38","2503","415.2","436.7","",""
"2020-11-23","2604","","","","","","","","","","","","","","","","",""
"2020-11-24","2570","","","","","","","","","","","","","","","","",""
"2020-11-25","2575","","","","","","","","","","","","","","","","",""
"2020-11-26","2594","","","","","","","","","","","","","","","","",""
"2020-11-27","2578","","","","","","","","","21.56","65.98","26.85","114.38","","432.3","430.8","",""
"2020-11-30","2601","260","0.02","282","13","67.91","200.53","191.51","195","","","","","3446","","","50.68","43.23"
"2020-12-01","2682","","","","","","","","","","","","","","","","",""
"2020-12-02","2655","","","","","","","","","","","","","","","","",""
"2020-12-03","2649","","","","","","","","","","","","","","","","",""
"2020-12-04","2651","","","","","","","","","21.56","65.87","26.85","114.27","","441.3","442.7","",""
"2020-12-07","2618","","","","","","","","","","","","","","","","",""
"2020-12-08","2588","","","","","","","","","","","","","","","","",""
"2020-12-09","2610","","","","","","","","","","","","","","","","",""
"2020-12-10","2609","","","","","","","","","","","","","4366","","","",""
"2020-12-11","2602","","","","","","","","","21.75","67.93","26.91","116.58","","449.3","440.3","",""
"2020-12-14","2578","","","","","","","","","","","","","","","","",""
"2020-12-15","2569","","","","","","","","","","","","","","","","",""
"2020-12-16","2605","","","","","","","","","","","","","","","","",""
"2020-12-17","2613","","","","","","","","","","","","","","","","",""
"2020-12-18","2615","","","","","","","","","21.75","68.3","26.91","116.95","","444.1","489.2","",""
"2020-12-20","","","","","","","","","","","","","","5155","","","",""
"2020-12-21","2645","","","","","","","","","","","","","","","","",""
"2020-12-22","2646","","","","","","","","","","","","","","","","",""
"2020-12-23","2674","","","","","","","","","","","","","","","","",""
"2020-12-24","2667","","","","","","","","","","","","","","","","",""
"2020-12-25","2678","","","","","","","","","21.91","64.94","27.54","114.38","","428.85","524.6","",""
"2020-12-28","2708","","","","","","","","","","","","","","","","",""
"2020-12-29","2698","","","","","","","","","","","","","","","","",""
"2020-12-30","2731","","","","","","","","","","","","","","","","",""
"2020-12-31","2742","260","0.02","285.5","16.5","67.08","200.53","191.51","198.5","","","","","5891","","","50.68","43.23"
"2021-01-01","","","","","","","","","","21.75","66.96","27.54","116.24","","424.65","528.3","",""
"2021-01-04","2746","","","","","","","","","","","","","","","","",""
"2021-01-05","2769","","","","","","","","","","","","","","","","",""
"2021-01-06","2786","","","","","","","","","","","","","","","","",""
"2021-01-07","2806","","","","","","","","","","","","","","","","",""
"2021-01-08","2836","","","","","","","","","21.75","61.19","27.54","110.47","","414.75","537.4","",""
"2021-01-10","","","","","","","","","","","","","","6279","","","",""
"2021-01-11","2837","","","","","","","","","","","","","","","","",""
"2021-01-12","2868","","","","","","","","","","","","","","","","",""
"2021-01-13","2872","","","","","","","","","","","","","","","","",""
"2021-01-14","2845","","","","","","","","","","","","","","","","",""
"2021-01-15","2869","","","","","","","","","21.75","58.66","28.59","108.99","","402.65","521.6","",""
"2021-01-18","2881","","","","","","","","","","","","","","","","",""
"2021-01-19","2868","","","","","","","","","","","","","","","","",""
"2021-01-20","2845","","","","","","","","","","","","","6701","","","",""
"2021-01-21","2849","","","","","","","","","","","","","","","","",""
"2021-01-22","2821","","","","","","","","","18.85","56.84","23.61","99.29","","397.21","533.5","",""
"2021-01-25","2772","","","","","","","","","","","","","","","","",""
"2021-01-26","2773","","","","","","","","","","","","","","","","",""
"2021-01-27","2765","","","","","","","","","","","","","","","","",""
"2021-01-28","2727","","","","","","","","","","","","","","","","",""
"2021-01-29","2714","","","","","","","","","18.85","54.49","22.5","95.83","","385.06","538.8","",""
"2021-01-31","","260.67","0.02","287","17.5","66.79","200.53","191.68","200","","","","","7111","","","48.76","39.42"
"2021-02-01","2774","","","","","","","","","","","","","","","","",""
"2021-02-02","2767","","","","","","","","","","","","","","","","",""
"2021-02-03","2776","","","","","","","","","","","","","","","","",""
"2021-02-04","2784","","","","","","","","","","","","","","","","",""
"2021-02-05","2818","","","","","","","","","20.52","52.95","22.5","95.97","","","535.6","",""
"2021-02-08","2754","","","","","","","","","","","","","","","","",""
"2021-02-09","2769","","","","","","","","","","","","","","","","",""
"2021-02-10","2767","","","","","","","","","","","","","","","","",""
"2021-02-12","","","","","","","","","","19.89","45.39","20.82","86.09","","","518.5","",""
"2021-02-18","2828","","","","","","","","","","","","","","","","",""
"2021-02-19","2815","","","","","","","","","20.2","37.85","20.82","78.87","","361.76","487.2","",""
"2021-02-20","","","","","","","","","","","","","","7349","","","",""
"2021-02-22","2797","","","","","","","","","","","","","","","","",""
"2021-02-23","2786","","","","","","","","","","","","","","","","",""
"2021-02-24","2810","","","","","","","","","","","","","","","","",""
"2021-02-25","2827","","","","","","","","","","","","","","","","",""
"2021-02-26","2777","","","","","","","","","20.2","50.2","20.19","90.59","","361.76","483.6","",""
"2021-02-28","","260.67","0.02","289","24","67.88","200.53","196.18","206","","","","","7546","","","48.76","38.15"
"2021-03-01","2789","","","","","","","","","","","","","","","","",""
"2021-03-02","2781","","","","","","","","","","","","","","","","",""
"2021-03-03","2763","","","","","","","","","","","","","","","","",""
"2021-03-04","2758","","","","","","","","","","","","","","","","",""
"2021-03-05","2819","","","","","","","","","20.82","52.54","21.24","94.59","","348.66","499.4","",""
"2021-03-08","2824","","","","","","","","","","","","","","","","",""
"2021-03-09","2771","","","","","","","","","","","","","","","","",""
"2021-03-10","2716","","","","","","","","","","","","","7958","","","",""
"2021-03-11","2710","","","","","","","","","","","","","","","","",""
"2021-03-12","2717","","","","","","","","","20.82","56.62","22.92","100.36","","337.56","569.4","",""
"2021-03-15","2710","","","","","","","","","","","","","","","","",""
"2021-03-16","2716","","","","","","","","","","","","","","","","",""
"2021-03-17","2704","","","","","","","","","","","","","","","","",""
"2021-03-18","2695","","","","","","","","","","","","","","","","",""
"2021-03-19","2706","","","","","","","","","20.82","58.79","22.92","102.52","","333.19","569.4","",""
"2021-03-22","2725","","","","","","","","","","","","","","","","",""
"2021-03-23","2719","","","","","","","","","","","","","","","","",""
"2021-03-24","2709","","","","","","","","","","","","","","","","",""
"2021-03-25","2709","","","","","","","","","","","","","","","","",""
"2021-03-26","2713","","","","","","","","","19.34","61.18","22.92","103.44","","322.76","626.1","",""
"2021-03-29","2654","","","","","","","","","","","","","","","","",""
"2021-03-30","2637","","","","","","","","","","","","","","","","",""
"2021-03-31","2631","260.67","0.02","289","24","67.88","200.53","196.18","206","","","","","8886","","","48.76","38.15"
"2021-04-01","2626","","","","","","","","","","","","","","","","",""
"2021-04-02","2603","","","","","","","","","18.29","60.16","22.92","101.37","","329.46","635.7","",""
"2021-04-06","2631","","","","","","","","","","","","","","","","",""
"2021-04-07","2659","","","","","","","","","","","","","","","","",""
"2021-04-08","2712","","","","","","","","","","","","","","","","",""
"2021-04-09","2692","","","","","","","","","18.29","60.09","21.45","99.83","","325.86","638","",""
"2021-04-10","","","","","","","","","","","","","","9155","","","",""
"2021-04-12","2674","","","","","","","","","","","","","","","","",""
"2021-04-13","2639","","","","","","","","","","","","","","","","",""
"2021-04-14","2646","","","","","","","","","","","","","","","","",""
"2021-04-15","2684","","","","","","","","","","","","","","","","",""
"2021-04-16","2699","","","","","","","","","18.29","59.88","18.72","96.89","","331.96","634.3","",""
"2021-04-19","2712","","","","","","","","","","","","","","","","",""
"2021-04-20","2703","","","","","","","","","","","","","9366","","","",""
"2021-04-21","2717","","","","","","","","","","","","","","","","",""
"2021-04-22","2753","","","","","","","","","","","","","","","","",""
"2021-04-23","2759","","","","","","","","","18.29","59.73","18.72","96.74","","328.86","628.9","",""
"2021-04-26","2744","","","","","","","","","","","","","","","","",""
"2021-04-27","2764","","","","","","","","","","","","","","","","",""
"2021-04-28","2769","","","","","","","","","","","","","","","","",""
"2021-04-29","2751","","","","","","","","","","","","","","","","",""
"2021-04-30","2733","260.67","0.02","289","24","67.88","200.53","196.18","206","18.29","58.96","18.72","95.97","9703","","620.9","48.76","34.34"
"2021-05-06","2763","","","","","","","","","","","","","","","","",""
"2021-05-07","2817","","","","","","","","","18.29","59.45","18.72","96.46","","319.5","609.3","",""
"2021-05-10","2832","","","","","","","","","","","","","","","","",""
"2021-05-11","2831","","","","","","","","","","","","","","","","",""
"2021-05-12","2872","","","","","","","","","","","","","","","","",""
"2021-05-13","2803","","","","","","","","","","","","","","","","",""
"2021-05-14","2782","","","","","","","","","18.13","59.03","20.06","97.22","","312.9","588.8","",""
"2021-05-17","2772","","","","","","","","","","","","","","","","",""
"2021-05-18","2774","","","","","","","","","","","","","","","","",""
"2021-05-19","2768","","","","","","","","","","","","","","","","",""
"2021-05-20","2759","","","","","","","","","","","","","","","","",""
"2021-05-21","2764","","","","","","","","","17.85","58.62","19.25","95.72","","307.1","600.3","",""
"2021-05-24","2737","","","","","","","","","","","","","","","","",""
"2021-05-25","2730","","","","","","","","","","","","","","","","",""
"2021-05-26","2670","","","","","","","","","","","","","","","","",""
"2021-05-27","2669","","","","","","","","","","","","","","","","",""
"2021-05-28","2682","","","","","","","","","17.85","57.89","18.95","94.69","","310.1","603.7","",""
"2021-05-31","2666","268","0.02","294","26","67.4","198.18","198.16","211","","","","","","","","31.93","38.28"
"2021-06-01","2693","","","","","","","","","","","","","","","","",""
"2021-06-02","2715","","","","","","","","","","","","","","","","",""
"2021-06-03","2733","","","","","","","","","","","","","","","","",""
"2021-06-04","2713","","","","","","","","","17.85","57.18","19.08","94.11","","314.6","598","",""
"2021-06-07","2705","","","","","","","","","","","","","","","","",""
"2021-06-08","2689","","","","","","","","","","","","","","","","",""
"2021-06-09","2707","","","","","","","","","","","","","","","","",""
"2021-06-10","2730","","","","","","","","","","","","","","","","",""
"2021-06-11","2765","","","","","","","","","18.44","55.16","19.08","92.68","","318","594.3","",""
"2021-06-15","2682","","","","","","","","","","","","","","","","",""
"2021-06-16","2668","","","","","","","","","","","","","","","","",""
"2021-06-17","2670","","","","","","","","","","","","","","","","",""
"2021-06-18","2619","","","","","","","","","18.44","54.16","21.51","94.11","","321.2","585.8","",""
"2021-06-21","2595","","","","","","","","","","","","","","","","",""
"2021-06-22","2583","","","","","","","","","","","","","","","","",""
"2021-06-23","2597","","","","","","","","","","","","","","","","",""
"2021-06-24","2588","","","","","","","","","","","","","","","","",""
"2021-06-25","2588","","","","","","","","","16.76","51.41","21.51","89.68","","323","596.8","",""
"2021-06-28","2614","","","","","","","","","","","","","","","","",""
"2021-06-29","2627","","","","","","","","","","","","","","","","",""
"2021-06-30","2613","268","0.02","294","26","67.4","198.18","198.16","211","","","","","","","","28.12","34.47"
"2021-07-01","2621","","","","","","","","","","","","","","","","",""
"2021-07-02","2631","","","","","","","","","16.92","49.94","22.5","89.36","","322.5","576.5","",""
"2021-07-05","2607","","","","","","","","","","","","","","","","",""
"2021-07-06","2588","","","","","","","","","","","","","","","","",""
"2021-07-07","2574","","","","","","","","","","","","","","","","",""
"2021-07-08","2569","","","","","","","","","","","","","","","","",""
"2021-07-09","2567","","","","","","","","","15.94","47.41","22.68","86.02","","320","548.2","",""
"2021-07-12","2556","","","","","","","","","","","","","","","","",""
"2021-07-13","2595","","","","","","","","","","","","","","","","",""
"2021-07-14","2624","","","","","","","","","","","","","","","","",""
"2021-07-15","2609","","","","","","","","","","","","","","","","",""
"2021-07-16","2574","","","","","","","","","15.94","48.82","21.21","85.97","","315.5","520.1","",""
"2021-07-19","2528","","","","","","","","","","","","","","","","",""
"2021-07-20","2517","","","","","","","","","","","","","","","","",""
"2021-07-21","2519","","","","","","","","","","","","","","","","",""
"2021-07-22","2512","","","","","","","","","","","","","","","","",""
"2021-07-23","2524","","","","","","","","","15.07","51.39","21.06","87.52","","314","502.9","",""
"2021-07-26","2544","","","","","","","","","","","","","","","","",""
"2021-07-27","2577","","","","","","","","","","","","","","","","",""
"2021-07-28","2564","","","","","","","","","","","","","","","","",""
"2021-07-29","2562","","","","","","","","","","","","","","","","",""
"2021-07-30","2573","","","","","","","","","14.75","50.62","19.79","85.16","","315","473","",""
"2021-07-31","","268","0.02","294","26","67.4","198.18","198.16","211","","","","","","","","27.48","36.37"
"2021-08-02","2591","","","","","","","","","","","","","","","","",""
"2021-08-03","2607","","","","","","","","","","","","","","","","",""
"2021-08-04","2608","","","","","","","","","","","","","","","","",""
"2021-08-05","2616","","","","","","","","","","","","","","","","",""
"2021-08-06","2601","","","","","","","","","14.75","50.78","19.33","84.86","","308","447.2","",""
"2021-08-09","2604","","","","","","","","","","","","","","","","",""
"2021-08-10","2577","","","","","","","","","","","","","","","","",""
"2021-08-11","2580","","","","","","","","","","","","","","","","",""
"2021-08-12","2614","","","","","","","","","","","","","","","","",""
"2021-08-13","2631","","","","","","","","","15.38","48.08","17.04","80.49","","302","404","",""
"2021-08-16","2597","","","","","","","","","","","","","","","","",""
"2021-08-17","2593","","","","","","","","","","","","","","","","",""
"2021-08-18","2556","","","","","","","","","","","","","","","","",""
"2021-08-19","2552","","","","","","","","","","","","","","","","",""
"2021-08-20","2501","","","","","","","","","16.13","49.62","19.73","85.47","","300","387.2","",""
"2021-08-23","2497","","","","","","","","","","","","","","","","",""
"2021-08-24","2510","","","","","","","","","","","","","","","","",""
"2021-08-25","2502","","","","","","","","","","","","","","","","",""
"2021-08-26","2494","","","","","","","","","","","","","","","","",""
"2021-08-27","2478","","","","","","","","","17.72","52.78","19.82","90.31","","294","374","",""
"2021-08-30","2482","","","","","","","","","","","","","","","","",""
"2021-08-31","2487","268","0.02","294","26","67.4","198.18","198.16","211","","","","","","","","28.37","31.56"
"2021-09-01","2463","","","","","","","","","","","","","","","","",""
"2021-09-02","2495","","","","","","","","","","","","","","","","",""
"2021-09-03","2491","","","","","","","","","17.72","50.69","25.68","94.09","","286","361.7","",""
"2021-09-06","2461","","","","","","","","","","","","","","","","",""
"2021-09-07","2462","","","","","","","","","","","","","","","","",""
"2021-09-08","2461","","","","","","","","","","","","","","","","",""
"2021-09-09","2463","","","","","","","","","","","","","","","","",""
"2021-09-10","2453","","","","","","","","","18.4","47.42","27.3","93.12","","282","348.9","",""
"2021-09-13","2477","","","","","","","","","","","","","","","","",""
"2021-09-14","2457","","","","","","","","","","","","","","","","",""
"2021-09-15","2459","","","","","","","","","","","","","","","","",""
"2021-09-16","2437","","","","","","","","","","","","","","","","",""
"2021-09-17","2437","","","","","","","","","18.4","47.58","30.14","96.12","","280","339.7","",""
"2021-09-22","2463","","","","","","","","","","","","","","","","",""
"2021-09-23","2484","","","","","","","","","","","","","","","","",""
"2021-09-24","2485","","","","","","","","","18.06","46.6","34.73","99.38","","273","337.3","",""
"2021-09-27","2481","","","","","","","","","","","","","","","","",""
"2021-09-28","2473","","","","","","","","","","","","","","","","",""
"2021-09-29","2481","","","","","","","","","","","","","","","","",""
"2021-09-30","2520","273","0.02","294","26","70.47","202.19","207.17","214","","","","","","","","30.15","35.77"
"2021-10-01","","","","","","","","","","17.26","47.09","34.62","98.97","","270","325.5","",""
"2021-10-08","2490","","","","","","","","","17.26","51.12","33.86","102.24","","262","319.1","",""
"2021-10-11","2544","","","","","","","","","","","","","","","","",""
"2021-10-12","2537","","","","","","","","","","","","","","","","",""
"2021-10-13","2558","","","","","","","","","","","","","","","","",""
"2021-10-14","2527","","","","","","","","","","","","","","","","",""
"2021-10-15","2572","","","","","","","","","17.02","52.39","32.18","101.58","","256","301.8","",""
"2021-10-18","2542","","","","","","","","","","","","","","","","",""
"2021-10-19","2569","","","","","","","","","","","","","","","","",""
"2021-10-20","2568","","","","","","","","","","","","","","","","",""
"2021-10-21","2569","","","","","","","","","","","","","","","","",""
"2021-10-22","2568","","","","","","","","","17.02","52.61","31.09","100.72","","251","286.6","",""
"2021-10-25","2618","","","","","","","","","","","","","","","","",""
"2021-10-26","2628","","","","","","","","","","","","","","","","",""
"2021-10-27","2609","","","","","","","","","","","","","","","","",""
"2021-10-28","2587","","","","","","","","","","","","","","","","",""
"2021-10-29","2627","","","","","","","","","16.76","53.35","32.42","102.53","","233","275.9","",""
"2021-10-31","","273","0.02","294","26","71.15","204.19","209.17","214","","","","","","","","31.41","38.1"
"2021-11-01","2616","","","","","","","","","","","","","","","","",""
"2021-11-02","2637","","","","","","","","","","","","","","","","",""
"2021-11-03","2657","","","","","","","","","","","","","","","","",""
"2021-11-04","2676","","","","","","","","","","","","","","","","",""
"2021-11-05","2674","","","","","","","","","17.64","54.01","36.57","108.22","","237","274.2","",""
"2021-11-08","2690","","","","","","","","","","","","","","","","",""
"2021-11-09","2720","","","","","","","","","","","","","","","","",""
"2021-11-10","2727","","","","","","","","","","","","","","","","",""
"2021-11-11","2685","","","","","","","","","","","","","","","","",""
"2021-11-12","2663","","","","","","","","","17.64","54.39","35.94","107.97","","232","274.9","",""
"2021-11-15","2658","","","","","","","","","","","","","1346","","","",""
"2021-11-16","2680","","","","","","","","","","","","","","","","",""
"2021-11-17","2678","","","","","","","","","","","","","","","","",""
"2021-11-18","2679","","","","","","","","","","","","","","","","",""
"2021-11-19","2705","","","","","","","","","18.14","60.21","36.05","114.39","","228","311.4","",""
"2021-11-22","2670","","","","","","","","","","","","","","","","",""
"2021-11-23","2642","","","","","","","","","","","","","","","","",""
"2021-11-24","2637","","","","","","","","","","","","","","","","",""
"2021-11-25","2644","","","","","","","","","","","","","1894","","","",""
"2021-11-26","2648","","","","","","","","","18.14","63.25","36.05","117.44","","222","304.1","",""
"2021-11-29","2658","","","","","","","","","","","","","","","","",""
"2021-11-30","2645","273","0.02","294","26","71.66","205.7","210.68","214","","","","","","","","31.41","37.94"
"2021-12-01","2666","","","","","","","","","","","","","","","","",""
"2021-12-02","2676","","","","","","","","","","","","","","","","",""
"2021-12-03","2661","","","","","","","","","18.6","64.08","37.52","120.19","","241","308.1","",""
"2021-12-05","","","","","","","","","","","","","","2611","","","",""
"2021-12-06","2643","","","","","","","","","","","","","","","","",""
"2021-12-07","2694","","","","","","","","","","","","","","","","",""
"2021-12-08","2713","","","","","","","","","","","","","","","","",""
"2021-12-09","2694","","","","","","","","","","","","","","","","",""
"2021-12-10","2705","","","","","","","","","18.6","64.52","34.91","118.02","","263","326.7","",""
"2021-12-13","2732","","","","","","","","","","","","","","","","",""
"2021-12-14","2734","","","","","","","","","","","","","","","","",""
"2021-12-15","2748","","","","","","","","","","","","","3454","","","",""
"2021-12-16","2730","","","","","","","","","","","","","","","","",""
"2021-12-17","2735","","","","","","","","","19.45","64.74","36.11","120.3","","270","329.3","",""
"2021-12-20","2714","","","","","","","","","","","","","","","","",""
"2021-12-21","2709","","","","","","","","","","","","","","","","",""
"2021-12-22","2688","","","","","","","","","","","","","","","","",""
"2021-12-23","2706","","","","","","","","","","","","","","","","",""
"2021-12-24","2696","","","","","","","","","19.45","65.44","37.05","121.94","","280","395.4","",""
"2021-12-25","","","","","","","","","","","","","","4472","","","",""
"2021-12-27","2695","","","","","","","","","","","","","","","","",""
"2021-12-28","2681","","","","","","","","","","","","","","","","",""
"2021-12-29","2664","","","","","","","","","","","","","","","","",""
"2021-12-30","2688","","","","","","","","","","","","","","","","",""
"2021-12-31","2672","272.55","0.02","294","26","71.51","205.7","210.24","214","19.14","66.28","37.68","123.1","","288","443.4","31.41","37.94"
"2022-01-04","2702","","","","","","","","","","","","","","","","",""
"2022-01-05","2711","","","","","","","","","","","","","5550","","","",""
"2022-01-06","2676","","","","","","","","","","","","","","","","",""
"2022-01-07","2682","","","","","","","","","19.14","65.07","37.95","122.16","","291","525.3","",""
"2022-01-10","2687","","","","","","","","","","","","","","","","",""
"2022-01-11","2696","","","","","","","","","","","","","","","","",""
"2022-01-12","2720","","","","","","","","","","","","","","","","",""
"2022-01-13","2719","","","","","","","","","","","","","","","","",""
"2022-01-14","2735","","","","","","","","","18.61","62.24","37.32","118.16","","287","554.6","",""
"2022-01-15","","","","","","","","","","","","","","6569","","","",""
"2022-01-17","2721","","","","","","","","","","","","","","","","",""
"2022-01-18","2719","","","","","","","","","","","","","","","","",""
"2022-01-19","2733","","","","","","","","","","","","","","","","",""
"2022-01-20","2756","","","","","","","","","","","","","","","","",""
"2022-01-21","2736","","","","","","","","","18.61","62.48","36.74","117.82","","292","569.4","",""
"2022-01-24","2732","","","","","","","","","","","","","","","","",""
"2022-01-25","2758","","","","","","","","","","","","","7581","","","",""
"2022-01-26","2775","","","","","","","","","","","","","","","","",""
"2022-01-27","2768","","","","","","","","","","","","","","","","",""
"2022-01-28","2763","","","","","","","","","18.61","62.31","37.41","118.32","","299","569.7","",""
"2022-01-31","","272.55","0.02","294","26","71.51","205.7","210.24","214","","","","","","","","31.36","39.11"
"2022-02-04","","","","","","","","","","18.61","46.99","37.2","102.8","","302","520.7","",""
"2022-02-05","","","","","","","","","","","","","","7780","","","",""
"2022-02-07","2749","","","","","","","","","","","","","","","","",""
"2022-02-08","2791","","","","","","","","","","","","","","","","",""
"2022-02-09","2775","","","","","","","","","","","","","","","","",""
"2022-02-10","2788","","","","","","","","","","","","","","","","",""
"2022-02-11","2766","","","","","","","","","18.61","43.27","37.2","99.08","","295","491.7","",""
"2022-02-14","2774","","","","","","","","","","","","","","","","",""
"2022-02-15","2770","","","","","","","","","","","","","8272","","","",""
"2022-02-16","2765","","","","","","","","","","","","","","","","",""
"2022-02-17","2777","","","","","","","","","","","","","","","","",""
"2022-02-18","2773","","","","","","","","","17.41","54.09","37.34","108.83","","293","497.4","",""
"2022-02-21","2763","","","","","","","","","","","","","","","","",""
"2022-02-22","2785","","","","","","","","","","","","","","","","",""
"2022-02-23","2805","","","","","","","","","","","","","","","","",""
"2022-02-24","2837","","","","","","","","","","","","","","","","",""
"2022-02-25","2848","","","","","","","","","17.72","59.07","38.15","114.93","","285","497.7","",""
"2022-02-28","2856","272.55","0.02","294","26","71.51","205.7","210.24","214","","","","","9129","","","31.36","39.11"
"2022-03-01","2874","","","","","","","","","","","","","","","","",""
"2022-03-02","2885","","","","","","","","","","","","","","","","",""
"2022-03-03","2893","","","","","","","","","","","","","","","","",""
"2022-03-04","2886","","","","","","","","","17.82","61.09","38.15","117.05","","343","501.8","",""
"2022-03-05","","","","","","","","","","","","","","9528","","","",""
"2022-03-07","2923","","","","","","","","","","","","","","","","",""
"2022-03-08","2893","","","","","","","","","","","","","","","","",""
"2022-03-09","2888","","","","","","","","","","","","","","","","",""
"2022-03-10","2842","","","","","","","","","","","","","","","","",""
"2022-03-11","2860","","","","","","","","","17.82","63.09","34.44","115.34","","409","554.7","",""
"2022-03-14","2855","","","","","","","","","","","","","","","","",""
"2022-03-15","2843","","","","","","","","","","","","","10050","","","",""
"2022-03-16","2863","","","","","","","","","","","","","","","","",""
"2022-03-17","2854","","","","","","","","","","","","","","","","",""
"2022-03-18","2889","","","","","","","","","17.82","64.69","31.1","113.61","","401","566.4","",""
"2022-03-21","2885","","","","","","","","","","","","","","","","",""
"2022-03-22","2896","","","","","","","","","","","","","","","","",""
"2022-03-23","2906","","","","","","","","","","","","","","","","",""
"2022-03-24","2902","","","","","","","","","","","","","","","","",""
"2022-03-25","2887","","","","","","","","","17.82","57.56","30","105.37","10406","390","529.5","",""
"2022-03-28","2863","","","","","","","","","","","","","","","","",""
"2022-03-29","2855","","","","","","","","","","","","","","","","",""
"2022-03-30","2842","","","","","","","","","","","","","","","","",""
"2022-03-31","2840","272.55","0.02","294","26","71.51","205.7","210.24","214","","","","","10578","","","31.36","36.57"
"2022-04-01","2902","","","","","","","","","17.4","55.65","28.03","101.08","","370","481.7","",""
"2022-04-05","","","","","","","","","","","","","","10761","","","",""
"2022-04-06","2959","","","","","","","","","","","","","","","","",""
"2022-04-07","2951","","","","","","","","","","","","","","","","",""
"2022-04-08","2924","","","","","","","","","16.7","52.3","26.7","95.7","","358","441.2","",""
"2022-04-11","2914","","","","","","","","","","","","","","","","",""
"2022-04-12","2919","","","","","","","","","","","","","","","","",""
"2022-04-13","2917","","","","","","","","","","","","","","","","",""
"2022-04-14","2949","","","","","","","","","","","","","","","","",""
"2022-04-15","2970","","","","","","","","","16.7","49.5","25.6","91.8","11133","353","454.4","",""
"2022-04-18","2967","","","","","","","","","","","","","","","","",""
"2022-04-19","2991","","","","","","","","","","","","","","","","",""
"2022-04-20","3008","","","","","","","","","","","","","","","","",""
"2022-04-21","3014","","","","","","","","","","","","","","","","",""
"2022-04-22","2985","","","","","","","","","16.7","47.7","26.6","91.1","","363","465.6","",""
"2022-04-25","2967","","","","","","","","","","","","","11406","","","",""
"2022-04-26","2994","","","","","","","","","","","","","","","","",""
"2022-04-27","2986","","","","","","","","","","","","","","","","",""
"2022-04-28","3030","","","","","","","","","","","","","","","","",""
"2022-04-29","3044","","","","","","","","","16.7","53.1","26.7","96.6","","370","485.4","",""
"2022-04-30","","272.55","0.02","291","23","72.25","205.7","210.24","211","","","","","11656","","","31.36","36.57"
"2022-05-05","3022","","","","","","","","","","","","","","","","",""
