date,close,天然橡胶：产量：中国（月）,天然橡胶：表观消费量环比：中国（月）,天然橡胶：表观消费量同比：中国（月）,天然橡胶：表观消费量：中国（月）,天然橡胶：厂内库存：上交所（周）,天然橡胶：厂库期货库存：上交所（周）,天然橡胶：厂库期货库存：上海国际能源（周）,天然橡胶：厂内库存：上海国际能源（周）,丁二烯：产量：中国（月）,丁二烯：港口库存：中国（周）,丁二烯：期末库存：中国（月）,SBS：产能：中国（日）,SBS：开工率同比：中国（月）,SBS：开工率：中国（日）,SBS：产量：中国（日）,SBS：表观消费量：中国（月）,SBS：需求量：中国：新口径（月）,SBS：贸易商：库存：中国（周）,SBS：社会库存：中国（周）,SBS：中国企业：库存（周）,SEBS：开工率：中国（月）,SEBS：产量：中国（月）,SEBS：中国企业：库存（月）,SIS：产量：中国（月）,SIS：中国企业：库存（月）,SIS：开工率：中国（月）,丁苯橡胶：产量同比：中国（月）,丁苯橡胶：产能：中国（日）,丁苯橡胶：开工率环比：中国（周）,丁苯橡胶：开工率：中国（月）,丁苯橡胶：产量：中国（日）,丁苯橡胶：表观消费量同比：中国（月）,丁苯橡胶：表观消费量环比：中国（月）,丁苯橡胶：表观消费量：中国（月）,丁苯橡胶：需求量：中国：新口径（月）,丁苯橡胶：期末库存：中国（月）,丁苯橡胶：现货库存：中国（周）,丁苯橡胶：库存：中国（周）,丁苯橡胶：贸易商：社会库存：中国（周）,丁苯胶乳：产能：中国（月）,丁苯胶乳：开工率：中国（月）,丁吡胶乳：产能：中国（月）,丁腈胶乳：产量同比：中国（月）,丁腈胶乳：产能：中国（月）,丁腈胶乳：开工率：中国（月）,高顺顺丁橡胶：产量：中国（月）,高顺顺丁橡胶：产能：中国（日）,高顺顺丁橡胶：开工率：中国（周）,其他高顺顺丁橡胶：开工率：中国（月）,顺丁橡胶：产量：中国（日）,顺丁橡胶：开工率同比：中国（月）,顺丁橡胶：开工率：中国（月）,顺丁橡胶：总开工率：中国（日）,顺丁橡胶：产量：中国（月）,顺丁橡胶：需求量：中国：新口径（月）,顺丁橡胶：表观消费量：中国：新口径（月）,顺丁橡胶：库存环比：中国（周）,顺丁橡胶：贸易商：库存：中国（周）,二甲基环硅氧烷的混合物：开工率：中国（日）,丁腈橡胶：开工率：中国：新口径（月）,丁腈橡胶：产量：中国（月）,下游行业：丁腈橡胶保温发泡：开工率：中国（月）,丁腈橡胶：表观消费量：中国（月）,丁腈橡胶：需求量：中国：新口径（月）,下游行业：丁腈橡胶：橡胶管：开工率：中国（月）,丁腈橡胶：库存：中国（周）,产业在线：FKM：产量：中国（月）,异戊橡胶：产量：中国：新口径（月）,氯丁橡胶：产量：中国（月）,三元乙丙橡胶：产量：中国（月）,三元乙丙橡胶：国内企业：开工率（月）,乙丙橡胶：表观消费量：中国（月）,丁基橡胶：产量：中国（日）,丁基橡胶：开工率：中国（周）,丁基橡胶：表观消费量：中国（月）,丁基橡胶：社会库存：中国（周）,丁基橡胶：中国企业：库存（周）,全钢轮胎：产量同比：中国（月）,全钢轮胎：开工率环比：中国（周）,全钢轮胎：开工率：中国（月）,全钢轮胎：产量：中国（月）,下游行业：丁基橡胶：全钢轮胎：开工率：中国（周）,全钢轮胎：社会库存：中国（月）,半钢轮胎：产量同比：中国（月）,半钢轮胎：开工率环比：中国（周）,半钢轮胎：开工率：中国（月）,下游行业：丁基橡胶：半钢轮胎：开工率：中国（周）,半钢轮胎：产量：中国（月）,新的充气橡胶轮胎：出口数量终值：中国（月）,新的充气橡胶轮胎：出口数量终值同比：中国（月）,全钢轮胎：出口数量：中国→美国：新口径（月）,半钢轮胎：出口数量：中国→美国：新口径（月）,轮胎：出口数量合计：中国：新口径（月）,轮胎：进口数量合计：中国：新口径（月）,隆众：汽车：产量：中国（月）,轮胎：看跌比例：中国（周）,轮胎：看平比例：中国（周）,轮胎：看升比例：中国（周）,轮胎：产量同比：中国（月）,汽车轮胎：库存预警指数：中国（月）,统计局：轮胎：产量同比：中国（月）,统计局：轮胎：产量：中国（月）,输送带：开工率：中国企业（月）,输送带：产量：中国（月）,初级形状或板、片、带状再生橡胶：出口数量合计：中国（月）,初级形状或板、片、带状再生橡胶：进口数量合计：中国（月）,再生胶：出口数量合计：中国（月）,再生胶：进口数量合计：中国（月）
"2021-02-09","14855","","","","","","","","","","","","","","","2739","","","","","","","","","","","","","5130","","","3025","","","","","","","","","","","","","","","","4326","","","2900","","","67.04","","","","","","","","","","","","","","","","","","","","760","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-10","14680","","","","","","","","","","","","","","","2739","","","","","","","","","","","","","5130","","","3025","","","","","","","","","","","","","","","","4326","","","2900","","","67.04","","","","","","","","","","","","","","","","","","","","760","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-11","","","","","","","","","","","","","","","","2739","","","","","","","","","","","","","5130","","","3025","","","","","","","","","","","","","","","","4326","","","2990","","","69.12","","","","","","","","","","","","","","","","","","","","760","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-12","","","","","","174746","167940","60933","62172","","29000","","","","","2739","","","21250","40450","48350","","","","","","","","5130","0","","3025","","","","","","23970","14650","9320","","","","","","","","4326","65.62","","2990","","","69.12","","","","","","","","","","","","","6715.17","","","","","","","760","58.24","","1940","","","","","","35.81","","","-59.13","","23.46","","","","","","","","","","","","","","","","","","","","",""
"2021-02-13","","","","","","","","","","","","","","","","2739","","","","","","","","","","","","","5130","","","3025","","","","","","","","","","","","","","","","4326","","","2990","","","69.12","","","","","","","","","","","","","","","","","","","","760","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-14","","","","","","","","","","","","","","","","2799","","","","","","","","","","","","","5130","","","3025","","","","","","","","","","","","","","","","4326","","","2990","","","69.12","","","","","","","","","","","","","","","","","","","","760","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-15","","","","","","","","","","","","","","","","2799","","","","","","","","","","","","","5130","","","3025","","","","","","","","","","","","","","","","4326","","","2990","","","69.12","","","","","","","","","","","","","","","","","","","","760","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-16","","","","","","","","","","","","","","","","2799","","","","","","","","","","","","","5130","","","3025","","","","","","","","","","","","","","","","4326","","","2990","","","69.12","","","","","","","","","","","","","","","","","","","","760","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-17","","","","","","","","","","","","","","","","2799","","","","","","","","","","","","","5130","","","3025","","","","","","","","","","","","","","","","4326","","","2990","","","69.12","","","","","","","","","","","","","","","","","","","","760","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-18","15205","","","","","","","","","","","","","","","2799","","","","","","","","","","","","","5130","","","3025","","","","","","","","","","","","","","","","4326","","","2990","","","69.12","","","","","","","","","","","","","","","","","","","","760","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-19","15650","","","","","174746","167940","59270","61387","","33100","","","","","2889","","","21250","40450","48350","","","","","","","","5130","2.3","","3075","","","","","","23970","14650","9320","","","","","","","","4326","69.12","","2980","","","68.89","","","","","","","","","","","","","7476","","","","","","","760","58.24","","1940","","","","","","19.82","","","-47.78","","12.25","","","","","","","","","","","","","","","","","","","","",""
"2021-02-20","","","","","","","","","","","","","","","","3039","","","","","","","","","","","","","5130","","","3025","","","","","","","","","","","","","","","","4326","","","2700","","","62.41","","","","","","","","","","","","","","","","","","","","760","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-21","","","","","","","","","","","","","","","","2964","","","","","","","","","","","","","5130","","","3105","","","","","","","","","","","","","","","","4326","","","2700","","","62.41","","","","","","","","","","","","","","","","","","","","760","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-22","15840","","","","","","","","","","","","","","","2964","","","","","","","","","","","","","5130","","","3105","","","","","","","","","","","","","","","","4326","","","2700","","","62.41","","","","","","","","","","","","","","","","","","","","760","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-23","16020","","","","","","","","","","","","","","","2964","","","","","","","","","","","","","5130","","","3105","","","","","","","","","","","","","","","","4326","","","2700","","","62.41","","","","","","","","","","","","","","","","","","","","760","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-24","16160","","","","","","","","","","","","","","","2964","","","","","","","","","","","","","5130","","","3085","","","","","","","","","","","","","","","","4326","","","2700","","","62.41","","","","","","","","","","","","","","","","","","","","760","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-25","16955","","","","","","","","","","","","","","","3039","","","","","","","","","","","","","5130","","","3085","","","","","","","","","","","","","","","","4326","","","2700","","","62.41","","","","","","","","","","","","","","","","","","","","760","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-26","15990","","","","","174846","167940","59573","61216","","46200","","","","","2964","","","20255","40515","48570","","","","","","","","5130","-2.25","","3035","","","","","","26165","15500","10665","","","","","","","","4326","63.34","","2700","","","62.41","","","","","","","","","","","","","5766","","","","","","","760","58.24","","2000","","","","","","53.67","","","275.67","","46.02","","","","","","","","","","","","","","","","","","","","",""
"2021-02-27","","","","","","","","","","","","","","","","2964","","","","","","","","","","","","","5130","","","3055","","","","","","","","","","","","","","","","4326","","","2900","","","67.04","","","","","","","","","","","","","","","","","","","","760","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-02-28","","0","","","431000","","","","","30.02","","69100","","","","2964","82098.12","50260","","","","77.04","16850","","18730","","64.32","","5130","","63.66","3105","","-17.29","11.19","48618","","","","","0.79","18.95","0.75","","12.8","51.09","79290","4326","","63.25","2910","","","67.27","86766","89451","90484","","","","76.88","1.66","50","22164.19","10873","30","","1.425","2990","0.4","2.19","86.04","27632.7","760","","34944.583","","","","","","827","","","","","34.05","","2537","48","105","18414.136","6336.812","440616.19","8389.3","150.3","","","","","52.2","","5708.8","48.15","1395","8157.848","7687.077","8157.85","7687.08"
"2021-03-01","15895","","","","","","","","","","","","","","","2811","","","","","","","","","","","","","5130","","","3151","","","","","","","","","","","","","","","","4326","","","2980","","","68.89","","","","","","","","","","","","","","","","","","","","760","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-02","15445","","","","","","","","","","","","","","","2801","","","","","","","","","","","","","5130","","","3151","","","","","","","","","","","","","","","","4326","","","2980","","","68.89","","","","","","","","","","","","","","","","","","","","860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-03","15540","","","","","","","","","","","","","","","2801","","","","","","","","","","","","","5130","","","3151","","","","","","","","","","","","","","","","4326","","","2980","","","68.89","","","","","","","","","","","","","","","","","","","","860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-04","15200","","","","","","","","","","","","","","","2801","","","","","","","","","","","","","5130","","","3151","","","","","","","","","","","","","","","","4326","","","2950","","","68.19","","","","","","","","","","","","","","","","","","","","860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-05","15360","","","","","175084","168100","59422","60459","","46400","","","","","2801","","","17442","38740","46748","","","","","","","","5130","10","","3151","","","","","","25420","14500","10920","","","","","","","","4326","67.37","","2980","","","68.89","","","","","","","","","","","","","4370","","","","","","","860","61.52","","2105","","","","","","73.14","","","50.11","","69.08","","","","","","","","","","","","","","","","","","","","",""
"2021-03-06","","","","","","","","","","","","","","","","2801","","","","","","","","","","","","","5130","","","3126","","","","","","","","","","","","","","","","4326","","","2980","","","68.89","","","","","","","","","","","","","","","","","","","","860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-07","","","","","","","","","","","","","","","","2801","","","","","","","","","","","","","5130","","","3126","","","","","","","","","","","","","","","","4326","","","2980","","","68.89","","","","","","","","","","","","","","","","","","","","860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-08","15160","","","","","","","","","","","","","","","2671","","","","","","","","","","","","","5130","","","3126","","","","","","","","","","","","","","","","4326","","","2980","","","68.89","","","","","","","","","","","","","","","","","","","","860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-09","15020","","","","","","","","","","","","","","","2671","","","","","","","","","","","","","5130","","","3126","","","","","","","","","","","","","","","","4326","","","2890","","","66.81","","","","","","","","","","","","","","","","","","","","860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-10","15320","","","","","","","","","","","","","","","2671","","","","","","","","","","","","","5130","","","3126","","","","","","","","","","","","","","","","4326","","","2950","","","68.19","","","","","","","","","","","","","","","","","","","","860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-11","15385","","","","","","","","","","","","","","","2593","","","","","","","","","","","","","5130","","","3126","","","","","","","","","","","","","","","","4326","","","2950","","","68.19","","","","","","","","","","","","","","","","","","","","860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-12","15265","","","","","175162","170780","59321","60762","","45000","","","","","2593","","","17560","41130","48220","","","","","","","","5130","0","","3126","","","","","","26150","15050","11100","","","","","","","","4326","68.39","","2950","","","68.19","","","","","","","","","","","","","4689","","","","","","","860","65.9","","2490","","","","","","76.83","","","4.57","","72.24","","","","","","","","","","","","","","","","","","","","",""
"2021-03-13","","","","","","","","","","","","","","","","2593","","","","","","","","","","","","","5130","","","3126","","","","","","","","","","","","","","","","4326","","","2950","","","68.19","","","","","","","","","","","","","","","","","","","","860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-14","","","","","","","","","","","","","","","","2623","","","","","","","","","","","","","5130","","","3126","","","","","","","","","","","","","","","","4326","","","3040","","","70.27","","","","","","","","","","","","","","","","","","","","860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-15","15115","","","","","","","","","","","","","","","2623","","","","","","","","","","","","","5130","","","3202","","","","","","","","","","","","","","","","4326","","","2740","","","63.34","","","","","","","","","","","","","","","","","","","","860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-16","15150","","","","","","","","","","","","","","","2693","","","","","","","","","","","","","5130","","","3202","","","","","","","","","","","","","","","","4326","","","2740","","","63.34","","","","","","","","","","","","","","","","","","","","860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-17","15300","","","","","","","","","","","","","","","2763","","","","","","","","","","","","","5130","","","3202","","","","","","","","","","","","","","","","4326","","","2740","","","63.34","","","","","","","","","","","","","","","","","","","","860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-18","15175","","","","","","","","","","","","","","","2763","","","","","","","","","","","","","5130","","","3202","","","","","","","","","","","","","","","","4326","","","2740","","","63.34","","","","","","","","","","","","","","","","","","","","860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-19","14365","","","","","175002","170620","60036","60814","","44000","","","","","2763","","","18390","42812","48772","","","","","","","","5130","-3.03","","3202","","","","","","25915","15650","10265","","","","","","","","4326","65.72","","2740","","","63.34","","","","","","","","","","","","","4848","","","","","","","860","65.9","","2510","","","","","","77.35","","","0.14","","72.34","","","","","","","","","","","","","","","","","","","","",""
"2021-03-20","","","","","","","","","","","","","","","","2763","","","","","","","","","","","","","5130","","","3202","","","","","","","","","","","","","","","","4326","","","2740","","","63.34","","","","","","","","","","","","","","","","","","","","860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-21","","","","","","","","","","","","","","","","1893","","","","","","","","","","","","","5130","","","3152","","","","","","","","","","","","","","","","4326","","","2740","","","63.34","","","","","","","","","","","","","","","","","","","","860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-22","14530","","","","","","","","","","","","","","","1893","","","","","","","","","","","","","5130","","","3152","","","","","","","","","","","","","","","","4326","","","2740","","","63.34","","","","","","","","","","","","","","","","","","","","860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-23","14490","","","","","","","","","","","","","","","1893","","","","","","","","","","","","","5130","","","3152","","","","","","","","","","","","","","","","4326","","","2640","","","61.03","","","","","","","","","","","","","","","","","","","","860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-24","14345","","","","","","","","","","","","","","","1893","","","","","","","","","","","","","5130","","","3152","","","","","","","","","","","","","","","","4326","","","2640","","","61.03","","","","","","","","","","","","","","","","","","","","860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-25","14125","","","","","","","","","","","","","","","1903","","","","","","","","","","","","","5130","","","3152","","","","","","","","","","","","","","","","4326","","","2640","","","61.03","","","","","","","","","","","","","","","","","","","","860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-26","14120","","","","","175902","170920","60944","62093","","42500","","","","","1903","","","18297","45347","59600","","","","","","","","5130","0","","3152","","","","","","26170","16400","9770","","","","","","","","4326","62.35","","2580","","","59.64","","","","","","","","","","","","","5256","","","","","","","860","65.9","","2615","","","","","","78.09","","","1.01","","73.07","","","","","","","","","","","","","","","","","","","","",""
"2021-03-27","","","","","","","","","","","","","","","","1945","","","","","","","","","","","","","5130","","","3152","","","","","","","","","","","","","","","","4326","","","2580","","","59.64","","","","","","","","","","","","","","","","","","","","860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-28","","","","","","","","","","","","","","","","1945","","","","","","","","","","","","","5130","","","3152","","","","","","","","","","","","","","","","4326","","","2580","","","59.64","","","","","","","","","","","","","","","","","","","","860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-29","14160","","","","","","","","","","","","","","","1945","","","","","","","","","","","","","5130","","","3152","","","","","","","","","","","","","","","","4326","","","2580","","","59.64","","","","","","","","","","","","","","","","","","","","860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-30","14015","","","","","","","","","","","","","","","1945","","","","","","","","","","","","","5130","","","3014","","","","","","","","","","","","","","","","4326","","","2580","","","59.64","","","","","","","","","","","","","","","","","","","","880","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-03-31","13695","5000","","","510000","","","","","33.02","","73880","","1.06","","1945","81006.51","","","","","86.42","16500","","19750","","70.17","2.95","5130","","70.05","3014","6.89","24.84","13.97","","","","","","0.79","34.11","1.25","1030.3","12.8","58.28","86770","4326","","65.4","2490","","","57.56","95777","98650","108093","","","","77.51","1.59","90","27342.54","","95","","1.515","4200","0.4","2.19","86.04","26592.68","780","","46650.767","","","","","","1406","","","28.15","","72.24","","4980","65","11.4","25032.097","8374.549","593743.96","11993.96","246.2","","","","","55.5","18.7","8264.9","80.41","2330","9342.956","10661.896","9342.96","10661.9"
"2021-04-01","13850","","","","","","","","","","","","","","","1798","","","","","","","","","","","","","5130","","","3071","","","","","","","","","","","","","","","","4326","","","2550","","","58.95","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-02","14150","","","","","176806","171930","57254","60723","","42700","","","","","1848","","","18945","47365","59970","","","","","","","","5130","0","","2901","","","","","","26870","17050","9820","","","","","","","","4326","59.24","","2550","","","58.95","","","","","","","","","","","","","4865","","","","","","","780","64.81","","2470","","","","","","78.03","","","","","73.2","","","","","","","","","","","","","","","","","","","","",""
"2021-04-03","","","","","","","","","","","","","","","","1798","","","","","","","","","","","","","5130","","","2901","","","","","","","","","","","","","","","","4326","","","2550","","","58.95","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-04","","","","","","","","","","","","","","","","1798","","","","","","","","","","","","","5130","","","2901","","","","","","","","","","","","","","","","4326","","","2550","","","58.95","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-05","","","","","","","","","","","","","","","","2599","","","","","","","","","","","","","5130","","","2901","","","","","","","","","","","","","","","","4326","","","2550","","","58.95","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-06","14315","","","","","","","","","","","","","","","2599","","","","","","","","","","","","","5130","","","2901","","","","","","","","","","","","","","","","4326","","","2190","","","50.62","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-07","14315","","","","","","","","","","","","","","","2599","","","","","","","","","","","","","5130","","","2901","","","","","","","","","","","","","","","","4326","","","2190","","","50.62","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-08","13970","","","","","","","","","","","","","","","2599","","","","","","","","","","","","","5130","","","2901","","","","","","","","","","","","","","","","4326","","","2190","","","50.62","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-09","13775","","","","","177602","171990","56166","59684","","43000","","","","","2599","","","19215","47655","58940","","","","","","","","5130","-12.5","","2926","","","","","","27100","16700","10400","","","","","","","","4326","55.38","","2190","","","50.62","","","","","","","","","","","","","4586","","","","","","","780","59.77","","2250","13500","","","","","78.39","","","0.23","","73.37","","","","","","","","","","","","","","","","","","","","",""
"2021-04-10","","","","","","","","","","","","","","","","2599","","","","","","","","","","","","","5130","","","2926","","","","","","","","","","","","","","","","4326","","","2190","","","50.62","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-11","","","","","","","","","","","","","","","","2599","","","","","","","","","","","","","5130","","","2926","","","","","","","","","","","","","","","","4326","","","2190","","","50.62","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-12","13460","","","","","","","","","","","","","","","2599","","","","","","","","","","","","","5130","","","2846","","","","","","","","","","","","","","","","4326","","","2190","","","50.62","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-13","13530","","","","","","","","","","","","","","","2599","","","","","","","","","","","","","5130","","","3046","","","","","","","","","","","","","","","","4326","","","2190","","","50.62","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-14","13625","","","","","","","","","","","","","","","2599","","","","","","","","","","","","","5130","","","3046","","","","","","","","","","","","","","","","4326","","","2190","","","50.62","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-15","13730","","","","","","","","","","","","","","","2599","","","","","","","","","","","","","5130","","","3046","","","","","","","","","","","","","","","","4326","","","2190","","","50.62","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-16","13775","","","","","177602","174140","55893","58846","","41300","","","","","2599","","","19001","50121","59550","","","","","","","","5130","10.71","","3046","","","","","","27250","16900","10350","","","","","","","","4326","50.62","","2190","","","50.62","","","","","","","","","","","","","5056.27","","","","","","","780","59.77","","3150","12800","","","","","77.34","","","-0.82","","72.77","","","","","","","","","","","","","","","","","","","","",""
"2021-04-17","","","","","","","","","","","","","","","","2599","","","","","","","","","","","","","5130","","","3046","","","","","","","","","","","","","","","","4326","","","2190","","","50.62","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-18","","","","","","","","","","","","","","","","2599","","","","","","","","","","","","","5130","","","3046","","","","","","","","","","","","","","","","4326","","","2190","","","50.62","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-19","13655","","","","","","","","","","","","","","","2599","","","","","","","","","","","","","5130","","","3046","","","","","","","","","","","","","","","","4326","","","2090","","","48.31","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-20","13915","","","","","","","","","","","","","","","2484","","","","","","","","","","","","","5130","","","3046","","","","","","","","","","","","","","","","4326","","","2090","","","48.31","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-21","13910","","","","","","","","","","","","","","","2484","","","","","","","","","","","","","5130","","","3126","","","","","","","","","","","","","","","","4326","","","2090","","","48.31","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-22","13990","","","","","","","","","","","","","","","2529","","","","","","","","","","","","","5130","","","3126","","","","","","","","","","","","","","","","4326","","","2180","","","50.39","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-23","14105","","","","","177542","174080","55692","58242","","39800","","","","","2484","","","16990","42440","49480","","","","","","","","5130","0","","3126","","","","","","28400","17700","10700","","","","","","","","4326","49.6","","2180","","","50.39","","","","","","","","","","","","","5280","","","","","","","780","59.77","","3180","12750","","","","","76.13","","","-0.14","","72.67","","","","","","","","","","","","","","","","","","","","",""
"2021-04-24","","","","","","","","","","","","","","","","2484","","","","","","","","","","","","","5130","","","3126","","","","","","","","","","","","","","","","4326","","","2180","","","50.39","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-25","","","","","","","","","","","","","","","","2654","","","","","","","","","","","","","5130","","","3126","","","","","","","","","","","","","","","","4326","","","2180","","","50.39","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-26","13810","","","","","","","","","","","","","","","2714","","","","","","","","","","","","","5130","","","3126","","","","","","","","","","","","","","","","4326","","","2230","","","51.55","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-27","13810","","","","","","","","","","","","","","","2714","","","","","","","","","","","","","5130","","","3126","","","","","","","","","","","","","","","","4326","","","2170","","","50.16","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-28","13960","","","","","","","","","","","","","","","2764","","","","","","","","","","","","","5130","","","3126","","","","","","","","","","","","","","","","4326","","","2170","","","50.16","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-29","14030","","","","","","","","","","","","","","","2784","","","","","","","","","","","","","5130","","","3126","","","","","","","","","","","","","","","","4326","","","2220","","","51.32","","","","","","","","","","","","","","","","","","","","780","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021-04-30","13890","47000","","","497000","178192","176240","56074","58422","27.91","40900","64500","","2.37","","2754","80719.86","52708","20135","42075","47230","87.8","17500","6600","18200","3800","65.66","1.2","5130","0","69.24","3126","-2.77","-12.03","12.29","55895","","29040","18900","10140","0.79","42.95","1.25","793.02","13.51","56.85","67220","4326","50.62","63.33","2220","","","51.32","74153","98650","82877","","","","64.35","1.39","70","20316.956","10218","95","5334","1.45","2658","0.4","2.15","74.29","33897.15","780","59.77","40012.663","3200","13700","","","","1383","74.78","","31.42","-3.59","72.07","70.06","4969","55","56.6","20365.534","6626.36","501514.94","11707","223.4","","","","","56.4","27.4","8304.4","76.27","2210","11270.571","10917.223","11270.57","10917.22"
