date,close,初榨棕榈油：产量：马来西亚（月）,棕榈仁油：产量：马来西亚（月）,棕榈仁油：出油率：马来西亚（月）,棕榈油：出油率：马来西亚（月）,棕榈油：单产：马来西亚（月）,印尼棕榈油协会：棕榈油：期初库存（月）,印尼棕榈油协会：毛棕榈仁油：产量（月）,印尼棕榈油协会：毛棕榈油：产量（月）,印尼棕榈油协会：棕榈油：产量（月）,印尼棕榈油协会：棕榈油：消费量（月）,印尼棕榈油协会：棕榈油：需求量（月）,印尼棕榈油协会：棕榈油：期末库存（月）,马来西亚棕榈油局：初榨棕榈油：炼油厂：产量：马来西亚（月）,马来西亚棕榈油局：毛棕榈仁油：炼油厂：产量：马来西亚（月）,马来西亚棕榈油局：初榨棕榈油：提取率：马来西亚（月）,马来西亚棕榈油局：毛棕榈仁油：提取率：马来西亚（月）,马来西亚棕榈油局：棕榈油：精炼厂：产能：马来西亚（月）,马来西亚棕榈油局：棕榈油：化工生产企业：产能：马来西亚（月）,马来西亚棕榈油局：初榨棕榈油：平均产量：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：RBD：24度：产量：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：RBD：44度：产量：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：RBD：产量：马来西亚（月）,马来西亚棕榈油局：棕榈液油：24度：产量：马来西亚（月）,马来西亚棕榈油局：棕榈油硬脂：44度：产量：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：烹饪用：产量：马来西亚（月）,马来西亚棕榈油局：棕榈油脂肪酸：产量：马来西亚（月）,马来西亚棕榈油局：初榨棕榈油：产量：马来西亚（月）,马来西亚棕榈油局：毛棕榈仁油：产量：马来西亚（月）,棕榈油：24度：成交量合计（日）,USDA：棕榈油：非食用级加工使用量（月）,USDA：棕榈油：食品级加工使用量（月）,USDA：棕榈油：精炼：加工使用量（月）,USDA：棕榈仁油：精炼：加工使用量（月）,棕榈油：库存：中国（周）,精炼棕榈仁油：库存：马来西亚（月）,精炼棕榈油：库存：马来西亚（月）,毛棕榈仁油：库存：马来西亚（月）,初榨棕榈油：库存：马来西亚（月）,棕榈仁油：库存：马来西亚（月）,棕榈油：库存：马来西亚（月）,USDA：棕榈油：精炼：期末库存（月）,USDA：棕榈仁油：精炼：期末库存（月）,马来西亚棕榈油局：精炼棕榈油：RBD：24度：库存：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：RBD：44度：库存：马来西亚（月）,马来西亚棕榈油局：棕榈液油：24度：库存：马来西亚（月）,马来西亚棕榈油局：棕榈油硬脂：44度：库存：马来西亚（月）,马来西亚棕榈油局：棕榈油脂肪酸：库存：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：烹饪用：库存：马来西亚（月）,马来西亚棕榈油局：精炼棕榈油：RBD：库存：马来西亚（月）
"2021-10-20","9814","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1100","","","","","","","","","","","","","","","","","","","",""
"2021-10-21","9830","","","","","","","","","","","","","","","","","","","","","","","","","","","","","600","","","","","","","","","","","","","","","","","","","",""
"2021-10-22","9416","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10600","","","","","39.23","","","","","","","","","","","","","","",""
"2021-10-25","9580","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1900","","","","","","","","","","","","","","","","","","","",""
"2021-10-26","9702","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","",""
"2021-10-27","9578","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2300","","","","","","","","","","","","","","","","","","","",""
"2021-10-28","9442","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1800","","","","","","","","","","","","","","","","","","","",""
"2021-10-29","9770","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2200","","","","","48.94","","","","","","","","","","","","","","",""
"2021-10-31","","1725837","194736","45.55","20.58","0.3","3649","372","4040","4412","1449","4663","3404","1296151","143503","20.58","45.55","25421200","2649983","0.3","857687","246696","1183632","54817","3689","38696","60849","1725837","194736","","5586","231191","236777","39833","","122209","848329","189268","986239","311477","1834568","292862","53623","205766","123923","25368","4396","56552","12487","89281"
"2021-11-01","9574","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1400","","","","","","","","","","","","","","","","","","","",""
"2021-11-02","9686","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3100","","","","","","","","","","","","","","","","","","","",""
"2021-11-03","9940","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200","","","","","","","","","","","","","","","","","","","",""
"2021-11-04","9514","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2900","","","","","","","","","","","","","","","","","","","",""
"2021-11-05","9476","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4300","","","","","45.56","","","","","","","","","","","","","","",""
"2021-11-08","9238","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2100","","","","","","","","","","","","","","","","","","","",""
"2021-11-09","8938","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4900","","","","","","","","","","","","","","","","","","","",""
"2021-11-10","9266","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1800","","","","","","","","","","","","","","","","","","","",""
"2021-11-11","9358","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500","","","","","","","","","","","","","","","","","","","",""
"2021-11-12","9428","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1600","","","","","43.27","","","","","","","","","","","","","","",""
"2021-11-15","9458","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1500","","","","","","","","","","","","","","","","","","","",""
"2021-11-16","9490","","","","","","","","","","","","","","","","","","","","","","","","","","","","","700","","","","","","","","","","","","","","","","","","","",""
"2021-11-17","9666","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5300","","","","","","","","","","","","","","","","","","","",""
"2021-11-18","9750","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","",""
"2021-11-19","9978","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","44.17","","","","","","","","","","","","","","",""
"2021-11-22","9692","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500","","","","","","","","","","","","","","","","","","","",""
"2021-11-23","9520","","","","","","","","","","","","","","","","","","","","","","","","","","","","","600","","","","","","","","","","","","","","","","","","","",""
"2021-11-24","9584","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3000","","","","","","","","","","","","","","","","","","","",""
"2021-11-25","9706","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3000","","","","","","","","","","","","","","","","","","","",""
"2021-11-26","9468","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","47.73","","","","","","","","","","","","","","",""
"2021-11-29","9416","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1600","","","","","","","","","","","","","","","","","","","",""
"2021-11-30","9146","1634932","179565","45.56","20.22","0.29","3404","365","4013","4378","1578","3899","3888","1124792","118427","20.22","45.56","25460200","2671941","0.28","725570","213043","1020867","40345","3575","31900","54395","1634932","179565","9600","5315","224276","229591","37224","","114835","874707","159922","942354","274757","1817061","272313","71815","280679","104423","7756","11361","58602","12810","77725"
"2021-12-01","9258","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3200","","","","","","","","","","","","","","","","","","","",""
"2021-12-02","9102","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2600","","","","","","","","","","","","","","","","","","","",""
"2021-12-03","9482","","","","","","","","","","","","","","","","","","","","","","","","","","","","","700","","","","","42.47","","","","","","","","","","","","","","",""
"2021-12-06","9482","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2021-12-07","9594","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1600","","","","","","","","","","","","","","","","","","","",""
"2021-12-08","9370","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2021-12-09","9270","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","","","","","","","","","",""
"2021-12-10","9164","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1700","","","","","52.87","","","","","","","","","","","","","","",""
"2021-12-13","7986","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1500","","","","","","","","","","","","","","","","","","","",""
"2021-12-14","7828","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500","","","","","","","","","","","","","","","","","","","",""
"2021-12-15","7678","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","","","","","","","","","",""
"2021-12-16","7816","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1100","","","","","","","","","","","","","","","","","","","",""
"2021-12-17","7974","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","55.14","","","","","","","","","","","","","","",""
"2021-12-20","7708","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4700","","","","","","","","","","","","","","","","","","","",""
"2021-12-21","7926","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2021-12-22","8026","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2021-12-23","8126","","","","","","","","","","","","","","","","","","","","","","","","","","","","","700","","","","","","","","","","","","","","","","","","","",""
"2021-12-24","8390","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1600","","","","","48.7","","","","","","","","","","","","","","",""
"2021-12-27","8350","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1500","","","","","","","","","","","","","","","","","","","",""
"2021-12-28","8472","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1100","","","","","","","","","","","","","","","","","","","",""
"2021-12-29","8330","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1500","","","","","","","","","","","","","","","","","","","",""
"2021-12-30","8470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","600","","","","","","","","","","","","","","","","","","","",""
"2021-12-31","8550","1450905","168529","45.5","20.08","0.25","3888","380","3983","4363","1666","4126","4129","1024700","124709","20.08","45.5","25761200","2671583","0.25","668980","184455","931525","26868","3032","30138","56750","1450905","168529","800","4730","208213","212943","39924","46","131713","752701","130619","830339","262332","1583040","305163","66931","229686","83533","9979","7382","41887","10949","81030"
"2022-01-04","8682","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300","","","","","","","","","","","","","","","","","","","",""
"2022-01-05","8816","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2400","","","","","","","","","","","","","","","","","","","",""
"2022-01-06","8728","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1700","","","","","","","","","","","","","","","","","","","",""
"2022-01-07","8858","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1400","","","","","50.16","","","","","","","","","","","","","","",""
"2022-01-10","8978","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500","","","","","","","","","","","","","","","","","","","",""
"2022-01-11","8924","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1400","","","","","","","","","","","","","","","","","","","",""
"2022-01-12","8914","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2022-01-13","8982","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2300","","","","","","","","","","","","","","","","","","","",""
"2022-01-14","9062","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1800","","","","","45.27","","","","","","","","","","","","","","",""
"2022-01-17","9040","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3300","","","","","","","","","","","","","","","","","","","",""
"2022-01-18","9166","","","","","","","","","","","","","","","","","","","","","","","","","","","","","700","","","","","","","","","","","","","","","","","","","",""
"2022-01-19","9286","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","",""
"2022-01-20","9414","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3700","","","","","","","","","","","","","","","","","","","",""
"2022-01-21","9526","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","37.97","","","","","","","","","","","","","","",""
"2022-01-24","9470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2022-01-25","9432","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2022-01-26","9574","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2022-01-27","9752","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2022-01-28","9934","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","34.79","","","","","","","","","","","","","","",""
"2022-01-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2022-01-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2022-01-31","","1253577","153173","45.17","19.68","0.22","4129","365","3863","4228","1506","3685","4678","1118731","111331","19.68","45.17","25748200","2671583","0.22","734526","204097","1032210","17719","2616","29780","59927","1253442","153173","","","","205267","44723","","124354","764488","136097","786663","260451","1551151","303780","60479","201688","93880","21898","6485","54397","10366","96205"
"2022-02-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.79","","","","","","","","","","","","","","",""
"2022-02-07","10162","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2022-02-08","9988","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2022-02-09","9872","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2500","","","","","","","","","","","","","","","","","","","",""
"2022-02-10","9960","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","",""
"2022-02-11","9932","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3400","","","","","36.51","","","","","","","","","","","","","","",""
"2022-02-14","10086","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1600","","","","","","","","","","","","","","","","","","","",""
"2022-02-15","10218","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","",""
"2022-02-16","10182","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","","","","","","","","","",""
"2022-02-17","10134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2500","","","","","","","","","","","","","","","","","","","",""
"2022-02-18","10424","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4600","","","","","34.02","","","","","","","","","","","","","","",""
"2022-02-21","10530","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1900","","","","","","","","","","","","","","","","","","","",""
"2022-02-22","10770","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1500","","","","","","","","","","","","","","","","","","","",""
"2022-02-23","11178","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2022-02-24","11596","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2500","","","","","","","","","","","","","","","","","","","",""
"2022-02-25","11360","","","","","","","","","","","","","","","","","","","","","","","","","","","","","800","","","","","33.74","","","","","","","","","","","","","","",""
"2022-02-28","11402","1137460","126669","45.47","19.39","0.19","4687","329","3505","3834","1377","3476","5051","896030","100407","19.39","45.47","25058200","2671583","0.19","654591","187208","853961","16315","2387","37100","48537","1137448","126669","2000","4373","195679","200052","44419","","113578","733750","149462","784488","263040","1518238","376898","56191","176516","95232","2420","3418","54835","11720","120827"
"2022-03-01","12022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2022-03-02","12340","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2022-03-03","12630","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2022-03-04","11720","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","31.95","","","","","","","","","","","","","","",""
"2022-03-07","11912","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200","","","","","","","","","","","","","","","","","","","",""
"2022-03-08","11966","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200","","","","","","","","","","","","","","","","","","","",""
"2022-03-09","12718","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2022-03-10","12254","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1500","","","","","","","","","","","","","","","","","","","",""
"2022-03-11","12346","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","28.94","","","","","","","","","","","","","","",""
"2022-03-14","11450","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","",""
"2022-03-15","11012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500","","","","","","","","","","","","","","","","","","","",""
"2022-03-16","11418","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2022-03-17","10938","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300","","","","","","","","","","","","","","","","","","","",""
"2022-03-18","11058","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200","","","","","27.87","","","","","","","","","","","","","","",""
"2022-03-21","10900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200","","","","","","","","","","","","","","","","","","","",""
"2022-03-22","11264","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200","","","","","","","","","","","","","","","","","","","",""
"2022-03-23","11482","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2022-03-24","11394","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200","","","","","","","","","","","","","","","","","","","",""
"2022-03-25","11578","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500","","","","","29.58","","","","","","","","","","","","","","",""
"2022-03-28","11580","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2022-03-29","11666","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300","","","","","","","","","","","","","","","","","","","",""
"2022-03-30","11520","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2022-03-31","11496","1411215","160693","45.51","19.57","0.23","5051","368","3782","4150","1507","3525","5683","1089308","123309","19.57","45.51","25408200","2671941","0.24","781260","224687","1016457","13496","2178","42595","58863","1411215","160693","800","9426","220525","229951","46006","","117897","713112","158861","759732","276758","1472844","403688","58658","165897","91562","15064","3427","55417","11881","86923"
"2022-04-01","10922","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2900","","","","","28.5","","","","","","","","","","","","","","",""
"2022-04-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","700","","","","","","","","","","","","","","","","","","","",""
"2022-04-06","10202","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2022-04-07","10180","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1100","","","","","","","","","","","","","","","","","","","",""
"2022-04-08","10362","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","29.3","","","","","","","","","","","","","","",""
"2022-04-11","10302","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1800","","","","","","","","","","","","","","","","","","","",""
"2022-04-12","10638","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1600","","","","","","","","","","","","","","","","","","","",""
"2022-04-13","10622","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1200","","","","","","","","","","","","","","","","","","","",""
"2022-04-14","10918","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1700","","","","","","","","","","","","","","","","","","","",""
"2022-04-15","11238","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1700","","","","","29.95","","","","","","","","","","","","","","",""
"2022-04-18","11270","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2600","","","","","","","","","","","","","","","","","","","",""
"2022-04-19","11458","","","","","","","","","","","","","","","","","","","","","","","","","","","","","898","","","","","","","","","","","","","","","","","","","",""
"2022-04-20","11124","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","","","","","","","","","",""
"2022-04-21","11206","","","","","","","","","","","","","","","","","","","","","","","","","","","","","732","","","","","","","","","","","","","","","","","","","",""
"2022-04-22","11078","","","","","","","","","","","","","","","","","","","","","","","","","","","","","712","","","","","30.04","","","","","","","","","","","","","","",""
"2022-04-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2022-04-25","11136","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4340","","","","","","","","","","","","","","","","","","","",""
"2022-04-26","11400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4766","","","","","","","","","","","","","","","","","","","",""
"2022-04-27","11650","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2300","","","","","","","","","","","","","","","","","","","",""
"2022-04-28","11978","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1500","","","","","","","","","","","","","","","","","","","",""
"2022-04-29","12290","","","","","","","","","","","","","","","","","","","","","","","","","","","","","353","","","","","27.29","","","","","","","","","","","","","","",""
"2022-04-30","","1462050","168068","45.09","19.83","0.23","5683","373","3882","4255","1751","3840","6103","1024296","131516","19.83","45.09","25289200","2691141","0.23","669262","190123","925885","18368","3446","44277","52145","1462021","168068","","6038","231681","237719","39516","","134659","750215","163318","892596","297977","1642811","377800","63768","183784","97808","7771","3158","46818","12694","81279"
"2022-05-05","11884","","","","","","","","","","","","","","","","","","","","","","","","","","","","","600","","","","","","","","","","","","","","","","","","","",""
"2022-05-06","11562","","","","","","","","","","","","","","","","","","","","","","","","","","","","","930","","","","","26.54","","","","","","","","","","","","","","",""
"2022-05-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2022-05-09","11568","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1640","","","","","","","","","","","","","","","","","","","",""
"2022-05-10","11552","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1083","","","","","","","","","","","","","","","","","","","",""
"2022-05-11","11580","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1013","","","","","","","","","","","","","","","","","","","",""
"2022-05-12","11400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1066","","","","","","","","","","","","","","","","","","","",""
"2022-05-13","11672","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500","","","","","25.89","","","","","","","","","","","","","","",""
"2022-05-16","11640","","","","","","","","","","","","","","","","","","","","","","","","","","","","","466","","","","","","","","","","","","","","","","","","","",""
"2022-05-17","11416","","","","","","","","","","","","","","","","","","","","","","","","","","","","","500","","","","","","","","","","","","","","","","","","","",""
"2022-05-18","11514","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1260","","","","","","","","","","","","","","","","","","","",""
"2022-05-19","11552","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300","","","","","","","","","","","","","","","","","","","",""
"2022-05-20","11762","","","","","","","","","","","","","","","","","","","","","","","","","","","","","400","","","","","24.86","","","","","","","","","","","","","","",""
"2022-05-23","11716","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1500","","","","","","","","","","","","","","","","","","","",""
"2022-05-24","11880","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1466","","","","","","","","","","","","","","","","","","","",""
"2022-05-25","11870","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3766","","","","","","","","","","","","","","","","","","","",""
"2022-05-26","11808","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2400","","","","","","","","","","","","","","","","","","","",""
"2022-05-27","12096","","","","","","","","","","","","","","","","","","","","","","","","","","","","","650","","","","","24.16","","","","","","","","","","","","","","",""
"2022-05-30","11732","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1500","","","","","","","","","","","","","","","","","","","",""
"2022-05-31","11864","1461032","158408","45.32","19.98","0.24","6103","304","3110","3414","1610","2288","7233","1088234","119442","19.98","45.32","25022200","2630541","0.24","642585","179107","991837","7190","1847","39192","53493","1460972","158408","3000","5963","226379","232342","41837","","134544","691911","156959","829915","291503","1521826","402605","60220","164498","98255","15801","3250","47903","11581","94958"
"2022-06-01","11876","","","","","","","","","","","","","","","","","","","","","","","","","","","","","800","","","","","","","","","","","","","","","","","","","",""
"2022-06-02","12062","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1600","","","","","","","","","","","","","","","","","","","",""
"2022-06-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","","","","","","","","","","","","","","",""
"2022-06-06","12080","","","","","","","","","","","","","","","","","","","","","","","","","","","","","466","","","","","","","","","","","","","","","","","","","",""
"2022-06-07","12160","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1800","","","","","","","","","","","","","","","","","","","",""
"2022-06-08","12144","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2066","","","","","","","","","","","","","","","","","","","",""
"2022-06-09","11512","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7000","","","","","","","","","","","","","","","","","","","",""
"2022-06-10","11512","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2466","","","","","22.66","","","","","","","","","","","","","","",""
"2022-06-13","11282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","",""
"2022-06-14","11418","","","","","","","","","","","","","","","","","","","","","","","","","","","","","400","","","","","","","","","","","","","","","","","","","",""
"2022-06-15","10986","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","","","","","","","","","",""
"2022-06-16","10792","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2022-06-17","10736","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","20.33","","","","","","","","","","","","","","",""
"2022-06-20","10206","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","","","","","","","","","","","","","","","","","","","",""
"2022-06-21","9972","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2022-06-22","9712","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3366","","","","","","","","","","","","","","","","","","","",""
"2022-06-23","9606","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2022-06-24","9108","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","20.93","","","","","","","","","","","","","","",""
"2022-06-27","9338","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"2022-06-28","9734","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2100","","","","","","","","","","","","","","","","","","","",""
"2022-06-29","9512","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2450","","","","","","","","","","","","","","","","","","","",""
"2022-06-30","9564","1545103","175731","45.55","19.66","0.25","7233","322","3297","3619","1835","4169","6688","1221046","128462","19.66","45.55","24762200","2681541","0.25","856894","208645","1111797","25695","3755","38303","62101","1545129","175731","750","5796","226516","232312","41294","","133977","764516","144375","881315","278352","1645831","371338","60323","160226","113571","37809","4820","56279","11323","93052"
"2022-07-01","8934","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300","","","","","21.56","","","","","","","","","","","","","","",""
"2022-07-04","8900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300","","","","","","","","","","","","","","","","","","","",""
"2022-07-05","8444","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1900","","","","","","","","","","","","","","","","","","","",""
"2022-07-06","8014","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33","","","","","","","","","","","","","","","","","","","",""
